Biosample_RunID	Reads	Bases	Avg_Length
SAMEA7723983_ERR5004107	1277392	189549465	148.3878598
SAMEA7723848_ERR5003008	1282100	191940871	149.7081905
SAMEA7723927_ERR5003762	1298042	192541729	148.3324338
SAMEA7723515_ERR5004886	1299798	191683946	147.4721041
SAMEA7724314_ERR5004942	1312478	195142594	148.6825638
SAMEA7724345_ERR5004186	1324494	196540136	148.3888459
SAMEA7724381_ERR5005055	1327814	197418644	148.6794415
SAMEA7724227_ERR5003914	1329120	197224030	148.3869252
SAMEA7723415_ERR5004443	1329144	197777994	148.8010283
SAMEA7724225_ERR5004699	1332478	198160760	148.7159713
SAMEA7723983_ERR5004894	1333984	198062788	148.4746354
SAMEA7723419_ERR5001812	1346194	200625790	149.0318557
SAMEA7723743_ERR5005100	1358294	201451424	148.3120915
SAMEA7723477_ERR5004752	1360786	202266698	148.6396083
SAMEA7723654_ERR5003844	1376168	204568599	148.6508907
SAMEA7723622_ERR5003781	1380854	201165451	145.6819121
SAMEA7724204_ERR5003891	1383204	205249710	148.3871576
SAMEA7724270_ERR5004049	1385072	205656182	148.4804992
SAMEA7724283_ERR5004062	1389842	206278559	148.4187116
SAMEA7723419_ERR5003091	1390048	207192444	149.054165
SAMEA7723735_ERR5003506	1390150	206248209	148.363996
SAMEA7723622_ERR5004568	1395858	203663290	145.9054503
SAMEA7723875_ERR5001773	1399642	209445576	149.6422485
SAMEA7724059_ERR5002256	1405394	210017274	149.4365808
SAMEA7724209_ERR5003896	1413494	209585754	148.2749513
SAMEA7724345_ERR5004973	1415102	210103945	148.4726507
SAMEA7723648_ERR5003830	1419350	211164578	148.7755508
SAMEA7723927_ERR5004549	1444560	214384120	148.4079028
SAMEA7723522_ERR5004121	1445902	214893752	148.6226259
SAMEA7724151_ERR5004585	1445986	210968458	145.899378
SAMEA7724315_ERR5004156	1450740	215363815	148.4510078
SAMEA7724211_ERR5004685	1452120	215488437	148.3957504
SAMEA7723654_ERR5004631	1454270	216276901	148.718533
SAMEA7724112_ERR5003703	1456646	215699214	148.0793645
SAMEA7723430_ERR5003683	1469834	218177936	148.4371269
SAMEA7723992_ERR5004128	1474096	219006432	148.5699927
SAMEA7724239_ERR5004789	1492108	221772559	148.6303666
SAMEA7723902_ERR5003681	1494832	222070816	148.5590461
SAMEA7723648_ERR5004617	1496046	222670099	148.8390725
SAMEA7723522_ERR5004908	1510848	224639025	148.6840668
SAMEA7724204_ERR5004678	1515604	225014030	148.4649222
SAMEA7723922_ERR5001883	1520798	221538300	145.6724036
SAMEA7724240_ERR5004003	1528046	226944975	148.5197272
SAMEA7724194_ERR5003881	1531266	227673523	148.6831961
SAMEA7723922_ERR5003162	1536044	223902229	145.7655048
SAMEA7724209_ERR5004683	1538500	228273147	148.3738362
SAMEA7723992_ERR5004915	1548118	230076217	148.6167185
SAMEA7724105_ERR5003691	1554826	230898640	148.5044886
SAMEA7724385_ERR5004272	1571672	233922308	148.8365944
SAMEA7723605_ERR5003630	1585270	235631069	148.637815
SAMEA7724373_ERR5005047	1594224	237119122	148.7363896
SAMEA7724015_ERR5002204	1594618	238100252	149.3149155
SAMEA7724112_ERR5004490	1600012	237097997	148.1851367
SAMEA7724315_ERR5004943	1604450	238313219	148.5326554
SAMEA7724044_ERR5002234	1621538	242483746	149.5393546
SAMEA7723461_ERR5001962	1624812	243345734	149.768548
SAMEA7723523_ERR5004122	1626158	239192847	147.090779
SAMEA7723430_ERR5004470	1627304	241653210	148.4991188
SAMEA7724015_ERR5003483	1627938	243096738	149.3280076
SAMEA7723682_ERR5002002	1631864	244561761	149.8665091
SAMEA7723705_ERR5004228	1633488	241973349	148.1329211
SAMEA7723461_ERR5003241	1639454	245566928	149.7857994
SAMEA7724044_ERR5003513	1642444	245649925	149.5636533
SAMEA7723902_ERR5004468	1648800	245037912	148.6159098
SAMEA7724385_ERR5005059	1657640	246803056	148.8882122
SAMEA7723523_ERR5004909	1659536	244370681	147.2524133
SAMEA7723981_ERR5004105	1660896	244541272	147.2345481
SAMEA7724210_ERR5004684	1662840	247167145	148.641568
SAMEA7723682_ERR5003281	1668324	250059955	149.8869254
SAMEA7724384_ERR5005058	1679634	249871942	148.7657085
SAMEA7723981_ERR5004892	1685694	248460255	147.3934504
SAMEA7723390_ERR5003577	1693678	251815666	148.6797762
SAMEA7723430_ERR5001831	1699120	254155221	149.5805011
SAMEA7724159_ERR5005214	1703048	252652250	148.3529824
SAMEA7723413_ERR5003652	1712668	254560596	148.6339419
SAMEA7723628_ERR5003797	1716976	255383107	148.7400564
SAMEA7724152_ERR5005199	1718236	255561468	148.7347885
SAMEA7724105_ERR5004478	1719770	255509056	148.5716439
SAMEA7724111_ERR5003702	1725606	256199899	148.4695226
SAMEA7723957_ERR5003275	1728264	259072212	149.9031467
SAMEA7723605_ERR5004417	1738186	258464052	148.6975801
SAMEA7723625_ERR5003788	1747372	259786083	148.6724538
SAMEA7723899_ERR5003675	1750676	260340744	148.7086954
SAMEA7724135_ERR5001887	1759078	261064431	148.4098096
SAMEA7723430_ERR5003110	1767944	264506707	149.6126048
SAMEA7723442_ERR5004528	1769926	263096734	148.6484373
SAMEA7723388_ERR5003575	1776990	263868726	148.4919589
SAMEA7724305_ERR5004084	1780748	264622214	148.6017191
SAMEA7723938_ERR5003928	1781814	264260185	148.3096356
SAMEA7724098_ERR5001725	1793520	268375589	149.6362399
SAMEA7723519_ERR5004112	1794504	263035725	146.5785114
SAMEA7724135_ERR5003166	1795126	266490681	148.4523543
SAMEA7724062_ERR5004317	1795162	264651908	147.4250836
SAMEA7723848_ERR5003578	1796108	267079045	148.698767
SAMEA7724062_ERR5005104	1796128	264981851	147.5294918
SAMEA7723705_ERR5005015	1802286	267138688	148.2221401
SAMEA7724309_ERR5003408	1805978	269871211	149.4321697
SAMEA7723405_ERR5003629	1813658	268666744	148.1352846
SAMEA7723503_ERR5002029	1814076	270848033	149.3035755
SAMEA7724201_ERR5001918	1815662	271605967	149.5905995
SAMEA7723997_ERR5004141	1817466	269927815	148.5187701
SAMEA7723552_ERR5002238	1821380	272320231	149.5131334
SAMEA7724164_ERR5003829	1821688	270768679	148.6361435
SAMEA7724098_ERR5003005	1833574	274408562	149.6577515
SAMEA7724128_ERR5004506	1834306	272385543	148.4951491
SAMEA7723503_ERR5003308	1835978	274155563	149.3239914
SAMEA7723625_ERR5004575	1843564	274180374	148.7230028
SAMEA7723472_ERR5003956	1844630	274383207	148.7470154
SAMEA7723560_ERR5004323	1850410	274997682	148.6144595
SAMEA7723989_ERR5004119	1857314	276202240	148.7105788
SAMEA7724201_ERR5003197	1860794	278407153	149.6173961
SAMEA7724319_ERR5004947	1864260	276893419	148.5272542
SAMEA7724192_ERR5003879	1871420	272011233	145.3501795
SAMEA7724215_ERR5001932	1873432	280416933	149.6808707
SAMEA7724376_ERR5004263	1881578	279853369	148.7333339
SAMEA7723388_ERR5004362	1881926	279611925	148.5775344
SAMEA7724164_ERR5004616	1895788	281894285	148.6950466
SAMEA7724372_ERR5005046	1896844	282068714	148.7042234
SAMEA7723405_ERR5004416	1898984	281504529	148.2395476
SAMEA7724111_ERR5004489	1899692	282175120	148.5372997
SAMEA7724114_ERR5001849	1901838	284741839	149.7192921
SAMEA7723868_ERR5003042	1908144	285396775	149.5677344
SAMEA7724107_ERR5001843	1915764	286831408	149.7216818
SAMEA7723848_ERR5004365	1921862	285888585	148.7560423
SAMEA7723691_ERR5004213	1927652	286685660	148.7227259
SAMEA7723618_ERR5003773	1928422	286565401	148.600981
SAMEA7724036_ERR5002221	1933714	286499287	148.1601142
SAMEA7723438_ERR5001857	1934262	283524624	146.5802585
SAMEA7723636_ERR5003812	1934542	287599955	148.6656557
SAMEA7723485_ERR5002003	1935780	289871964	149.7442705
SAMEA7723606_ERR5001783	1939354	289181470	149.1122662
SAMEA7724004_ERR5002165	1943334	291184147	149.837417
SAMEA7723905_ERR5003688	1946328	288784336	148.3739308
SAMEA7723481_ERR5002001	1949784	292155221	149.8397879
SAMEA7724036_ERR5003500	1952484	289347115	148.1943591
SAMEA7724215_ERR5003211	1954854	292641343	149.6998461
SAMEA7723472_ERR5004743	1956838	291198292	148.8106282
SAMEA7723875_ERR5004409	1961992	291555145	148.6015973
SAMEA7723530_ERR5002112	1963124	294066714	149.7952824
SAMEA7723560_ERR5005110	1967108	292452979	148.6715417
SAMEA7724376_ERR5005050	1970610	293214765	148.793909
SAMEA7724004_ERR5003444	1976154	296131314	149.8523465
SAMEA7724114_ERR5003128	1978614	296298055	149.7503075
SAMEA7723438_ERR5003136	1979912	290397734	146.672041
SAMEA7724150_ERR5003796	1982012	294055609	148.3621739
SAMEA7724107_ERR5003122	1986596	297485275	149.7462368
SAMEA7723481_ERR5003280	2003376	300225073	149.8595735
SAMEA7723485_ERR5003282	2012382	301390729	149.7681499
SAMEA7723530_ERR5003391	2015556	301959437	149.8144616
SAMEA7723892_ERR5005159	2017368	300473106	148.9431309
SAMEA7724024_ERR5002213	2020168	300675861	148.8370576
SAMEA7723893_ERR5003084	2023052	303203677	149.8743863
SAMEA7723700_ERR5002196	2026924	291104332	143.6187701
SAMEA7723933_ERR5003921	2028004	301317903	148.5785546
SAMEA7724325_ERR5004953	2029846	301489406	148.5282164
SAMEA7724024_ERR5003492	2036522	303160255	148.8617628
SAMEA7724249_ERR5004012	2052228	303756228	148.012905
SAMEA7723700_ERR5003475	2052368	294885586	143.6806586
SAMEA7724259_ERR5002038	2066348	309294569	149.6817424
SAMEA7723691_ERR5005000	2067964	307683937	148.7859252
SAMEA7723620_ERR5003778	2070338	307890506	148.7150919
SAMEA7724205_ERR5003892	2073482	307178793	148.1463514
SAMEA7724175_ERR5005247	2075644	308943275	148.8421304
SAMEA7724000_ERR5002159	2083172	312161671	149.8492064
SAMEA7723925_ERR5003171	2089592	311294361	148.9737523
SAMEA7723534_ERR5002118	2115122	316477576	149.6261568
SAMEA7723520_ERR5004901	2130012	316858719	148.7591239
SAMEA7724001_ERR5003440	2137080	320170683	149.8168917
SAMEA7723999_ERR5002158	2137560	320289278	149.8387311
SAMEA7723534_ERR5003397	2140050	320242368	149.64247
SAMEA7723933_ERR5004708	2144814	318790106	148.6329845
SAMEA7724259_ERR5003317	2168550	324651060	149.7088193
SAMEA7724221_ERR5003214	2185564	325984214	149.15336
SAMEA7724003_ERR5003442	2190144	327884801	149.7092433
SAMEA7723648_ERR5005230	2190238	326035382	148.8584263
SAMEA7724347_ERR5004188	2192104	325388310	148.4365295
SAMEA7724195_ERR5003882	2200970	321361391	146.0089829
SAMEA7723667_ERR5005272	2201848	327483449	148.731179
SAMEA7723620_ERR5004565	2206376	328254195	148.7752745
SAMEA7723392_ERR5001735	2209540	330793686	149.7115626
SAMEA7724273_ERR5002042	2210900	331198970	149.8027817
SAMEA7724109_ERR5003700	2211044	328232024	148.4511498
SAMEA7723911_ERR5003739	2211202	328720484	148.6614448
SAMEA7723518_ERR5002091	2219928	331580184	149.3652875
SAMEA7724344_ERR5004185	2224622	328805432	147.8028321
SAMEA7724285_ERR5004064	2225140	330440218	148.5031135
SAMEA7724195_ERR5004669	2225212	325356069	146.2135154
SAMEA7724340_ERR5004181	2228744	331231689	148.6180957
SAMEA7723988_ERR5004118	2229220	329559739	147.8363459
SAMEA7724002_ERR5003441	2236706	334502231	149.5512736
SAMEA7724205_ERR5004679	2236864	331639517	148.2609211
SAMEA7723945_ERR5001988	2237296	334845961	149.6654716
SAMEA7724249_ERR5004799	2243438	332327172	148.132987
SAMEA7723460_ERR5004722	2247326	334213496	148.7160723
SAMEA7723475_ERR5001984	2247912	336578610	149.7294423
SAMEA7723392_ERR5003015	2248554	336667210	149.7260951
SAMEA7724281_ERR5002047	2264024	339026798	149.7452315
SAMEA7724273_ERR5003321	2268304	339850486	149.8258108
SAMEA7723416_ERR5003657	2268362	337455870	148.7663212
SAMEA7723924_ERR5001891	2274814	339517113	149.2504939
SAMEA7723945_ERR5003267	2283844	341845056	149.6796874
SAMEA7723475_ERR5003263	2287790	342593281	149.74857
SAMEA7724334_ERR5002144	2309522	345781966	149.7201438
SAMEA7724018_ERR5003488	2316410	337987964	145.9102508
SAMEA7723924_ERR5003170	2326476	347321545	149.2908352
SAMEA7724344_ERR5004972	2326774	344225586	147.9411348
SAMEA7723634_ERR5003810	2329630	346419804	148.701641
SAMEA7723539_ERR5004986	2332364	346661164	148.6308158
SAMEA7724100_ERR5001730	2337440	349883224	149.6865049
SAMEA7723988_ERR5004905	2342700	346657393	147.9734465
SAMEA7724040_ERR5002225	2352750	352185825	149.691138
SAMEA7723932_ERR5001945	2352758	347646969	147.7614651
SAMEA7724347_ERR5004975	2361216	350681301	148.5172475
SAMEA7723932_ERR5003224	2368954	350106807	147.7896181
SAMEA7723911_ERR5004526	2369424	352403737	148.7297069
SAMEA7724227_ERR5001940	2370488	353359589	149.0661792
SAMEA7723644_ERR5003824	2371382	352730634	148.7447547
SAMEA7724100_ERR5003010	2374794	355525033	149.7077359
SAMEA7724040_ERR5003504	2375878	355704767	149.7150809
SAMEA7724349_ERR5004977	2378642	338593617	142.3474474
SAMEA7723416_ERR5004444	2388320	355433440	148.8215315
SAMEA7724349_ERR5004190	2389900	339410267	142.0186062
SAMEA7723535_ERR5004138	2399028	356981892	148.8027201
SAMEA7724285_ERR5004851	2408864	357922163	148.585459
SAMEA7723435_ERR5001841	2413540	360036662	149.1736876
SAMEA7724188_ERR5003871	2413728	358825872	148.6604423
SAMEA7724340_ERR5004968	2414840	359029152	148.6761657
SAMEA7723417_ERR5003658	2416634	358850343	148.4918043
SAMEA7724227_ERR5003219	2418296	360584977	149.1070477
SAMEA7724129_ERR5001875	2424188	360934785	148.8889414
SAMEA7724029_ERR5002215	2427548	360657702	148.5687212
SAMEA7723441_ERR5003737	2454900	365156888	148.7461355
SAMEA7724217_ERR5001934	2485760	370631296	149.1018023
SAMEA7723435_ERR5003120	2491068	371694981	149.2110938
SAMEA7723535_ERR5004925	2501078	372307948	148.8589912
SAMEA7724207_ERR5003894	2501720	370341135	148.0346062
SAMEA7724149_ERR5005195	2510342	373364191	148.7304084
SAMEA7724019_ERR5002210	2518572	374414609	148.6614673
SAMEA7724051_ERR5002243	2523554	377870865	149.7375784
SAMEA7724105_ERR5001839	2525108	377911637	149.6615737
SAMEA7723661_ERR5003857	2541562	378026458	148.7378463
SAMEA7723900_ERR5003676	2543156	377662737	148.5016008
SAMEA7724051_ERR5003522	2547540	381490104	149.7484255
SAMEA7724133_ERR5001885	2548010	375562469	147.3944251
SAMEA7724188_ERR5004658	2550966	379364600	148.714095
SAMEA7724019_ERR5003489	2551692	379442168	148.7021819
SAMEA7724032_ERR5002217	2569692	380714259	148.1555996
SAMEA7723508_ERR5004087	2571064	381550755	148.4018893
SAMEA7724191_ERR5003878	2574398	374474859	145.4611365
SAMEA7724181_ERR5003861	2576310	381282261	147.9954901
SAMEA7724133_ERR5003164	2585006	381121859	147.43558
SAMEA7723941_ERR5001955	2587130	386274367	149.3061296
SAMEA7724191_ERR5004665	2589228	377134510	145.6551953
SAMEA7724032_ERR5003496	2597186	384870529	148.187511
SAMEA7723417_ERR5004445	2600618	386329859	148.5530974
SAMEA7724229_ERR5001961	2601532	389708293	149.7995385
SAMEA7724101_ERR5001731	2613252	390644853	149.4861012
SAMEA7723906_ERR5001840	2614502	391244561	149.6440091
SAMEA7723491_ERR5002008	2622036	392856958	149.8289718
SAMEA7724105_ERR5003118	2629926	393658110	149.6841014
SAMEA7723985_ERR5002094	2634482	394515961	149.750866
SAMEA7724229_ERR5003240	2639522	395440612	149.8152362
SAMEA7723441_ERR5004524	2645344	393619991	148.7972797
SAMEA7724101_ERR5003011	2650858	396325764	149.5084852
SAMEA7723854_ERR5001746	2660872	398684292	149.8321949
SAMEA7723497_ERR5002015	2663636	396935181	149.0200542
SAMEA7723985_ERR5003373	2667916	399542391	149.7582349
SAMEA7723661_ERR5004644	2671198	397447669	148.7900444
SAMEA7723969_ERR5004819	2672110	397869340	148.8970664
SAMEA7724379_ERR5004266	2673868	397211415	148.5531129
SAMEA7723491_ERR5003287	2675096	400872649	149.8535563
SAMEA7723678_ERR5003943	2675732	397624288	148.6039289
SAMEA7723497_ERR5003294	2676292	398900517	149.049699
SAMEA7723511_ERR5002075	2677934	401124855	149.788925
SAMEA7724060_ERR5004314	2680954	398820172	148.7605427
SAMEA7724136_ERR5001888	2681244	399369762	148.9494287
SAMEA7724000_ERR5004192	2682468	399274454	148.8459337
SAMEA7723654_ERR5005244	2686540	399480042	148.6968525
SAMEA7723558_ERR5003538	2686568	402150301	149.6892321
SAMEA7724009_ERR5002183	2691750	393029532	146.0126431
SAMEA7724022_ERR5002211	2692084	402092033	149.3608792
SAMEA7724052_ERR5003523	2693884	402201784	149.30182
SAMEA7723468_ERR5003949	2695688	400465464	148.5577945
SAMEA7724009_ERR5003462	2706150	395265728	146.0620173
SAMEA7723522_ERR5003381	2706924	405325181	149.7364466
SAMEA7723906_ERR5003119	2718928	406956740	149.6754383
SAMEA7723508_ERR5004874	2719260	403699524	148.4593323
SAMEA7723650_ERR5003835	2721180	404707453	148.7249844
SAMEA7724207_ERR5004681	2721634	403228936	148.1569293
SAMEA7724181_ERR5004648	2722218	403059465	148.0628903
SAMEA7724136_ERR5003167	2725114	405974550	148.9752539
SAMEA7723857_ERR5004387	2729336	405981768	148.7474492
SAMEA7723854_ERR5003026	2732546	409482561	149.8538583
SAMEA7723511_ERR5003354	2737976	410172179	149.808537
SAMEA7723907_ERR5003696	2744034	407367436	148.4556809
SAMEA7723551_ERR5004290	2745658	408354996	148.7275531
SAMEA7724022_ERR5003490	2747530	410407985	149.3734318
SAMEA7723971_ERR5002069	2747832	409789398	149.1318967
SAMEA7723418_ERR5004448	2751906	407297400	148.0055641
SAMEA7724038_ERR5002223	2754748	411292145	149.3030016
SAMEA7723967_ERR5002028	2755924	409220419	148.4875559
SAMEA7724278_ERR5002044	2758986	412783108	149.614064
SAMEA7723866_ERR5001761	2762570	412540679	149.3322084
SAMEA7724102_ERR5001829	2764074	412968388	149.4056917
SAMEA7724038_ERR5003502	2766992	413206176	149.3340696
SAMEA7724213_ERR5003900	2769522	411619882	148.6248826
SAMEA7724116_ERR5001851	2769950	414376873	149.5972393
SAMEA7724378_ERR5004265	2771164	411546699	148.510409
SAMEA7723967_ERR5003307	2783392	413384950	148.5184085
SAMEA7723971_ERR5003348	2786678	415658736	149.1592269
SAMEA7723863_ERR5003606	2787206	414453015	148.6983793
SAMEA7724199_ERR5003886	2787236	413462449	148.3413852
SAMEA7724151_ERR5005198	2788764	406616014	145.8051
SAMEA7723891_ERR5001799	2790574	417601839	149.6472908
SAMEA7724049_ERR5002242	2790666	417494389	149.6038541
SAMEA7724041_ERR5002226	2793700	417466819	149.4315134
SAMEA7723993_ERR5002116	2794522	417555283	149.4192148
SAMEA7723615_ERR5003174	2795176	410806703	146.9698878
SAMEA7723947_ERR5001990	2799966	418721601	149.5452448
SAMEA7724115_ERR5001850	2801164	419368098	149.7120833
SAMEA7723866_ERR5003040	2801258	418370433	149.3509106
SAMEA7724226_ERR5001939	2801714	419538536	149.743527
SAMEA7723851_ERR5001736	2803374	419495880	149.6396414
SAMEA7724230_ERR5001968	2821010	421532019	149.4259216
SAMEA7723891_ERR5003078	2822210	422375128	149.6611266
SAMEA7724000_ERR5004979	2827696	421028714	148.8946174
SAMEA7724302_ERR5002064	2832438	424122990	149.7377842
SAMEA7724049_ERR5003521	2834244	424060813	149.6204325
SAMEA7724194_ERR5005281	2837460	422054602	148.7438068
SAMEA7723719_ERR5004242	2837844	421772560	148.6242937
SAMEA7723458_ERR5001909	2839390	423759967	149.2433118
SAMEA7723851_ERR5003016	2844968	425792074	149.6649783
SAMEA7723889_ERR5003642	2852876	424002301	148.6227586
SAMEA7724057_ERR5004309	2855420	423629953	148.3599446
SAMEA7723937_ERR5003927	2871398	426567265	148.5573456
SAMEA7724278_ERR5003323	2875830	430357202	149.6462593
SAMEA7723982_ERR5004106	2876254	427553414	148.649394
SAMEA7723947_ERR5003269	2876268	430243622	149.5839824
SAMEA7723650_ERR5004622	2877302	428106002	148.7873021
SAMEA7724172_ERR5003842	2879492	426545968	148.1323678
SAMEA7723658_ERR5003852	2880006	428089179	148.6417664
SAMEA7723678_ERR5004730	2887414	429259990	148.6658962
SAMEA7723517_ERR5004108	2890382	429790014	148.6966131
SAMEA7724230_ERR5003247	2890680	432019257	149.4524669
SAMEA7724378_ERR5005052	2894274	430013612	148.5739125
SAMEA7723902_ERR5001830	2898366	434027937	149.7491818
SAMEA7723551_ERR5005077	2899208	431360494	148.7856318
SAMEA7723390_ERR5001727	2904904	434957256	149.7320586
SAMEA7723521_ERR5004117	2907832	432273384	148.6583076
SAMEA7724302_ERR5003343	2912420	436156274	149.7573406
SAMEA7724291_ERR5002055	2920098	437053377	149.6707908
SAMEA7724115_ERR5003129	2920700	437329553	149.7344996
SAMEA7723397_ERR5003590	2923878	434648147	148.6546795
SAMEA7723917_ERR5001873	2925876	421972533	144.2209215
SAMEA7723458_ERR5003188	2930032	437312009	149.2516153
SAMEA7723923_ERR5001884	2932644	425838426	145.2063142
SAMEA7723998_ERR5004930	2934546	418679035	142.6725071
SAMEA7723665_ERR5003864	2944598	437793776	148.676925
SAMEA7723694_ERR5002188	2948900	441783041	149.8128255
SAMEA7723917_ERR5003152	2949460	425563552	144.2852427
SAMEA7723874_ERR5004408	2954696	438643070	148.4562439
SAMEA7724035_ERR5002220	2970026	441784517	148.7476935
SAMEA7723702_ERR5004225	2971974	439743977	147.9636016
SAMEA7723870_ERR5001764	2975858	445411288	149.6749133
SAMEA7723863_ERR5004393	2976700	442817373	148.7611694
SAMEA7724057_ERR5005096	2977058	441872494	148.4258936
SAMEA7724352_ERR5002181	2977838	444257559	149.1879541
SAMEA7723716_ERR5005026	2979404	442796447	148.6191356
SAMEA7724130_ERR5001876	2984500	441905945	148.0669945
SAMEA7724172_ERR5004629	2992182	443490963	148.2165734
SAMEA7723902_ERR5003109	2993496	448339574	149.7712287
SAMEA7724033_ERR5002218	2994666	446975386	149.2571746
SAMEA7723396_ERR5003589	2995192	445461093	148.7253882
SAMEA7723694_ERR5003467	2997064	449060872	149.8335945
SAMEA7723970_ERR5002034	3005996	449468125	149.52386
SAMEA7724352_ERR5003460	3009088	448996047	149.2133321
SAMEA7723996_ERR5002121	3009144	450187555	149.6065177
SAMEA7724312_ERR5004153	3015858	447411794	148.3530703
SAMEA7724130_ERR5003155	3016038	446704142	148.1095868
SAMEA7723916_ERR5003151	3021526	417007149	138.0121002
SAMEA7723937_ERR5004714	3021672	449054735	148.6113433
SAMEA7723970_ERR5003313	3023706	452176120	149.5436792
SAMEA7723907_ERR5004483	3026932	449567565	148.5225188
SAMEA7723916_ERR5001872	3029876	418063913	137.9805355
SAMEA7723996_ERR5003400	3030350	453401835	149.6202864
SAMEA7723982_ERR5004893	3031878	450844329	148.7013425
SAMEA7724291_ERR5003334	3032264	453911640	149.6939712
SAMEA7723870_ERR5003043	3037790	454765620	149.7027839
SAMEA7723415_ERR5003085	3040276	455506485	149.8240571
SAMEA7723521_ERR5004904	3047078	453133156	148.7107176
SAMEA7723662_ERR5004645	3051470	454228760	148.8557187
SAMEA7723992_ERR5002109	3056754	456880611	149.4659403
SAMEA7723719_ERR5005029	3057292	454587408	148.6895619
SAMEA7723517_ERR5004895	3058432	454968212	148.7586489
SAMEA7723451_ERR5003761	3058702	454642202	148.6389331
SAMEA7723859_ERR5003602	3082514	458255995	148.6630701
SAMEA7724104_ERR5003112	3082716	461193715	149.6062936
SAMEA7724134_ERR5001886	3091452	459058331	148.4927895
SAMEA7724025_ERR5003493	3095422	462701045	149.4791486
SAMEA7723992_ERR5003388	3103156	463883577	149.4876755
SAMEA7724173_ERR5003843	3112364	463124025	148.8013693
SAMEA7723930_ERR5003918	3115492	463059677	148.6313163
SAMEA7724004_ERR5004198	3116056	463625976	148.7861502
SAMEA7723414_ERR5003653	3117750	463584817	148.6921071
SAMEA7723976_ERR5004095	3119128	463650132	148.6473566
SAMEA7723556_ERR5003532	3128780	466675429	149.1557185
SAMEA7723997_ERR5002122	3139078	469545451	149.5806893
SAMEA7724134_ERR5003165	3140094	466430718	148.5403679
SAMEA7723476_ERR5003962	3147288	467401553	148.5093048
SAMEA7723397_ERR5004377	3159714	469904424	148.7173915
SAMEA7723728_ERR5004252	3164424	464014509	146.6347458
SAMEA7724252_ERR5004016	3177578	471891809	148.5067586
SAMEA7723542_ERR5004207	3187562	473458676	148.5331661
SAMEA7723997_ERR5003401	3209488	480139485	149.600025
SAMEA7724189_ERR5003873	3219016	478376380	148.6095068
SAMEA7724055_ERR5004304	3222692	478000828	148.32346
SAMEA7724132_ERR5001878	3226650	469719429	145.5749551
SAMEA7723396_ERR5004376	3235818	481454611	148.7891504
SAMEA7724225_ERR5001938	3244104	485862261	149.7677821
SAMEA7724132_ERR5003157	3260526	474872492	145.6429092
SAMEA7723930_ERR5004705	3260860	484826641	148.680606
SAMEA7724117_ERR5001852	3261374	488298598	149.7217424
SAMEA7724004_ERR5004985	3266054	486124678	148.8415923
SAMEA7723728_ERR5005039	3276844	481065732	146.8076393
SAMEA7724173_ERR5004630	3280832	488370168	148.8555854
SAMEA7723904_ERR5003114	3281348	491208647	149.6972119
SAMEA7723862_ERR5003605	3282778	487636822	148.5439533
SAMEA7723399_ERR5001766	3283330	491195264	149.6027704
SAMEA7724284_ERR5004063	3287096	487858487	148.4162577
SAMEA7723476_ERR5004749	3287968	488482682	148.5667385
SAMEA7723618_ERR5005173	3290154	489184080	148.6812107
SAMEA7723865_ERR5003608	3303996	491240137	148.6806089
SAMEA7724170_ERR5004626	3304992	491871668	148.8268861
SAMEA7723704_ERR5004227	3313294	490528622	148.0486253
SAMEA7724014_ERR5002199	3313322	483351890	145.8813511
SAMEA7723542_ERR5004994	3319640	493262715	148.589219
SAMEA7723730_ERR5004254	3321272	490170291	147.5851093
SAMEA7723614_ERR5003750	3322472	492984252	148.3787529
SAMEA7724180_ERR5003859	3330368	494860420	148.5903119
SAMEA7723399_ERR5003045	3349328	501141154	149.6243885
SAMEA7723526_ERR5003386	3349982	497553193	148.5241392
SAMEA7724225_ERR5003217	3351402	501990133	149.7851147
SAMEA7724246_ERR5004009	3353290	497976409	148.5038303
SAMEA7724189_ERR5004660	3354330	498709839	148.6764388
SAMEA7724005_ERR5004202	3360306	497094173	147.931222
SAMEA7724118_ERR5003709	3373154	501033517	148.5356189
SAMEA7724055_ERR5005091	3374900	500845944	148.4031954
SAMEA7724059_ERR5004311	3376174	501061661	148.4110893
SAMEA7723904_ERR5003687	3377386	501276681	148.4214955
SAMEA7723628_ERR5005197	3379292	502772804	148.780515
SAMEA7723440_ERR5003736	3393568	504801624	148.7524706
SAMEA7723652_ERR5003837	3394390	504468871	148.6184177
SAMEA7724377_ERR5004264	3395590	504761509	148.6520778
SAMEA7724280_ERR5004059	3402106	505245239	148.5095523
SAMEA7724117_ERR5003131	3406458	510111750	149.7484337
SAMEA7723865_ERR5004395	3422866	509103693	148.7360864
SAMEA7723407_ERR5003635	3436522	507710443	147.7396167
SAMEA7723905_ERR5001836	3437714	514244621	149.5891226
SAMEA7724233_ERR5003952	3438524	510789827	148.5491528
SAMEA7723540_ERR5004200	3443752	512116341	148.708833
SAMEA7724006_ERR5004203	3449132	512280592	148.524496
SAMEA7724047_ERR5004293	3450438	513388568	148.7893908
SAMEA7723467_ERR5004735	3453258	512522559	148.4171061
SAMEA7723730_ERR5005041	3456436	510396025	147.6654059
SAMEA7723619_ERR5004564	3458588	514885623	148.8716271
SAMEA7723957_ERR5003967	3459800	515071012	148.8730597
SAMEA7724182_ERR5003862	3465282	514820982	148.5653929
