Biosample_RunID	Reads	Bases	Avg_Length
SAMEA7723853_ERR5001743	3471514	513767746	147.9952972
SAMEA7723858_ERR5003601	3474594	516487236	148.6467875
SAMEA7723986_ERR5004902	3477070	516837794	148.641757
SAMEA7723632_ERR5005207	3486428	517118791	148.3233817
SAMEA7723704_ERR5005014	3487588	516653251	148.1405633
SAMEA7723963_ERR5004775	3505288	521724510	148.8392708
SAMEA7723853_ERR5003023	3513492	520155115	148.0450546
SAMEA7724252_ERR5004803	3521276	523181266	148.5771822
SAMEA7724296_ERR5004075	3523428	523591277	148.602803
SAMEA7723996_ERR5004140	3527274	524091315	148.5825357
SAMEA7723991_ERR5004125	3529432	525100654	148.7776656
SAMEA7723943_ERR5003934	3532834	522762106	147.972451
SAMEA7724158_ERR5004596	3533534	526021549	148.8655689
SAMEA7724059_ERR5005098	3540524	525700470	148.4809791
SAMEA7723432_ERR5004476	3542664	526764478	148.6916281
SAMEA7724177_ERR5003849	3547960	527737649	148.7439681
SAMEA7723462_ERR5004725	3549654	528016224	148.7514625
SAMEA7723621_ERR5005180	3550612	528272915	148.7836224
SAMEA7723407_ERR5004422	3555570	525493166	147.7943525
SAMEA7723652_ERR5004624	3556692	528830517	148.6860591
SAMEA7724377_ERR5005051	3557164	528985591	148.7099248
SAMEA7723681_ERR5003961	3557466	521037338	146.4630549
SAMEA7724005_ERR5004989	3559708	526846039	148.0025999
SAMEA7723940_ERR5003930	3571482	529834427	148.3514202
SAMEA7723620_ERR5005178	3574860	531869690	148.7805648
SAMEA7724039_ERR5002224	3576330	526338341	147.1727556
SAMEA7724006_ERR5004990	3581508	532122327	148.5749374
SAMEA7724164_ERR5005229	3583030	532703991	148.6741643
SAMEA7723996_ERR5004927	3591082	533744737	148.630618
SAMEA7724304_ERR5003345	3594336	537739443	149.6074499
SAMEA7723540_ERR5004987	3599148	535398557	148.7570272
SAMEA7724039_ERR5003503	3602276	530308899	147.2149549
SAMEA7723446_ERR5003753	3611886	537018391	148.6808806
SAMEA7723943_ERR5004721	3612998	534935870	148.058723
SAMEA7724183_ERR5003865	3614026	537274474	148.6636992
SAMEA7723913_ERR5003742	3632966	540308249	148.7237285
SAMEA7723426_ERR5003673	3633036	538967861	148.3519186
SAMEA7724182_ERR5004649	3644454	541667930	148.6280057
SAMEA7723957_ERR5004754	3649596	543525633	148.9276164
SAMEA7723925_ERR5003752	3655754	542309361	148.3440519
SAMEA7723987_ERR5004116	3677766	546947366	148.7172827
SAMEA7723614_ERR5004537	3695364	548569374	148.4479943
SAMEA7723893_ERR5003655	3695704	550078355	148.8426441
SAMEA7723904_ERR5004474	3700056	549399718	148.4841629
SAMEA7723991_ERR5004912	3703840	551257103	148.8339407
SAMEA7724196_ERR5003883	3708378	550693121	148.4997271
SAMEA7723898_ERR5003669	3709426	551078259	148.5615993
SAMEA7724008_ERR5002182	3720244	548517761	147.4413401
SAMEA7724246_ERR5004796	3720500	552761412	148.5718081
SAMEA7724118_ERR5004496	3721370	553000667	148.6013664
SAMEA7724177_ERR5004636	3722098	553860186	148.803225
SAMEA7724351_ERR5004206	3733736	553868338	148.3415908
SAMEA7723463_ERR5004728	3734660	554588716	148.4977792
SAMEA7723391_ERR5003579	3754320	558587541	148.785277
SAMEA7723887_ERR5001790	3759164	562841816	149.7252623
SAMEA7723860_ERR5004390	3775992	561530220	148.7106488
SAMEA7724048_ERR5004294	3778126	562195654	148.8027805
SAMEA7723531_ERR5004132	3778580	561436248	148.5839252
SAMEA7723910_ERR5003738	3778638	561659461	148.6407168
SAMEA7724187_ERR5003870	3789848	561795260	148.2368844
SAMEA7723873_ERR5003617	3794198	563058131	148.3997754
SAMEA7723621_ERR5003780	3796786	564327561	148.6329651
SAMEA7724183_ERR5004652	3803870	565775033	148.73669
SAMEA7724208_ERR5001925	3811832	570803117	149.7450877
SAMEA7723887_ERR5003069	3816452	571481651	149.7416058
SAMEA7724298_ERR5002061	3824374	572616925	149.7282758
SAMEA7723455_ERR5003766	3825374	568555698	148.6274801
SAMEA7723528_ERR5004129	3829930	569468029	148.688887
SAMEA7723980_ERR5004891	3838368	568470773	148.1022072
SAMEA7723470_ERR5004741	3838688	553256774	144.1265281
SAMEA7723893_ERR5004442	3849004	573065128	148.8866024
SAMEA7723524_ERR5004123	3867214	574994831	148.6845132
SAMEA7723913_ERR5004529	3870850	575923654	148.7848028
SAMEA7723944_ERR5001987	3881048	574231967	147.9579657
SAMEA7723898_ERR5004456	3891052	578293367	148.6213412
SAMEA7723470_ERR5003954	3893152	560430915	143.9530013
SAMEA7724010_ERR5002184	3899244	582007993	149.2617525
SAMEA7723984_ERR5004109	3901072	578478948	148.2871754
SAMEA7724034_ERR5002219	3901170	572735315	146.8111656
SAMEA7723949_ERR5001992	3902196	584063672	149.675637
SAMEA7724034_ERR5003498	3904444	573330065	146.8403862
SAMEA7723896_ERR5003664	3911662	581124281	148.5619875
SAMEA7723446_ERR5004540	3922044	583367943	148.7407951
SAMEA7724351_ERR5004993	3926984	582700997	148.383848
SAMEA7723928_ERR5003771	3927908	583165208	148.467125
SAMEA7723461_ERR5003937	3933192	585132659	148.767886
SAMEA7724208_ERR5003204	3933638	589125092	149.7659652
SAMEA7724187_ERR5004657	3937552	584076452	148.3349177
SAMEA7723422_ERR5004453	3941296	586352128	148.7714011
SAMEA7723398_ERR5004385	3943292	586301561	148.683273
SAMEA7724010_ERR5003463	3946272	589125280	149.2865368
SAMEA7723607_ERR5003643	3955652	588161333	148.6888465
SAMEA7724147_ERR5003792	3962162	588493156	148.5282924
SAMEA7723391_ERR5004366	3962904	589827663	148.8372322
SAMEA7723621_ERR5004567	3968862	590136810	148.691693
SAMEA7723944_ERR5003266	3970068	587639185	148.0174105
SAMEA7723864_ERR5004394	3970466	590697233	148.772772
SAMEA7724023_ERR5002212	3988972	590491796	148.0310707
SAMEA7723849_ERR5003580	3991464	592703819	148.4928385
SAMEA7723671_ERR5003917	3995648	594123564	148.6926686
SAMEA7724037_ERR5002222	3996998	596384346	149.2080672
SAMEA7724150_ERR5005196	4004076	594258603	148.4134175
SAMEA7723431_ERR5001832	4011376	600596036	149.7231962
SAMEA7724023_ERR5003491	4022728	595681025	148.0788721
SAMEA7723929_ERR5003916	4023852	597254208	148.428473
SAMEA7723479_ERR5003968	4025820	599152290	148.8273917
SAMEA7723392_ERR5003583	4032446	599340277	148.6294614
SAMEA7723873_ERR5004404	4037400	599412914	148.46508
SAMEA7724017_ERR5002208	4037670	604004771	149.5924063
SAMEA7724037_ERR5003501	4042976	603318297	149.226287
SAMEA7723461_ERR5004724	4045660	602064749	148.8174362
SAMEA7724137_ERR5003774	4051416	602756147	148.7766615
SAMEA7723604_ERR5003628	4057766	602752091	148.5428413
SAMEA7723910_ERR5004525	4058476	603481116	148.6964851
SAMEA7723949_ERR5003271	4061180	607945742	149.6968226
SAMEA7723401_ERR5004406	4071100	604833679	148.5676301
SAMEA7723664_ERR5003863	4073662	605848972	148.7234267
SAMEA7723861_ERR5004391	4074074	605193045	148.5473865
SAMEA7723488_ERR5003982	4091236	607439442	148.4733323
SAMEA7724017_ERR5003487	4091906	612206853	149.6141048
SAMEA7723688_ERR5004208	4094778	608796893	148.6764101
SAMEA7723984_ERR5004896	4109374	609805159	148.393687
SAMEA7724147_ERR5004579	4120624	612348148	148.605684
SAMEA7723631_ERR5003806	4124328	613839933	148.8339271
SAMEA7723928_ERR5004558	4134748	614143364	148.5322356
SAMEA7723966_ERR5003995	4138014	614483519	148.4972064
SAMEA7724170_ERR5005239	4140646	616376003	148.8598646
SAMEA7723425_ERR5003672	4146596	616027623	148.5622479
SAMEA7724186_ERR5005269	4148658	617488572	148.8405581
SAMEA7723613_ERR5003744	4150070	617278929	148.7394017
SAMEA7723717_ERR5004240	4153566	617575258	148.6855531
SAMEA7724167_ERR5003832	4154356	608305068	146.4258403
SAMEA7723431_ERR5003111	4157796	622614382	149.7462555
SAMEA7724316_ERR5002135	4163916	622372577	149.4680913
SAMEA7724386_ERR5004273	4164450	619430414	148.7424303
SAMEA7723701_ERR5005011	4179358	618963823	148.1002161
SAMEA7723671_ERR5004704	4182470	622130068	148.7470485
SAMEA7723929_ERR5004703	4187842	621848508	148.4890089
SAMEA7723611_ERR5003729	4189630	621622903	148.3717901
SAMEA7724209_ERR5001926	4205246	626238893	148.918492
SAMEA7724256_ERR5002026	4216622	631264179	149.7085058
SAMEA7724137_ERR5004561	4219114	627936610	148.8313921
SAMEA7723392_ERR5004370	4221080	627599370	148.6821785
SAMEA7723979_ERR5003363	4222870	632714191	149.8303739
SAMEA7723607_ERR5004430	4226088	628610029	148.7451347
SAMEA7723849_ERR5004367	4235070	629166795	148.5611324
SAMEA7723977_ERR5004887	4257152	633691873	148.853476
SAMEA7724253_ERR5002024	4263478	638228441	149.6966657
SAMEA7723664_ERR5004650	4271168	635478586	148.7833272
SAMEA7723479_ERR5004755	4278612	636969001	148.8728123
SAMEA7723433_ERR5001838	4286736	638266100	148.8932605
SAMEA7724166_ERR5003831	4288208	637936049	148.7651833
SAMEA7723909_ERR5003734	4289120	635434866	148.1504052
SAMEA7723680_ERR5004746	4295078	637296306	148.3782846
SAMEA7724279_ERR5004845	4307258	640277626	148.6508647
SAMEA7723668_ERR5004661	4314108	642159764	148.8511099
SAMEA7724306_ERR5002068	4315916	646348741	149.7593422
SAMEA7723709_ERR5004232	4334158	644297704	148.6557952
SAMEA7723855_ERR5003597	4339120	645177403	148.6885366
SAMEA7724209_ERR5003205	4341322	646699262	148.963671
SAMEA7723635_ERR5003811	4347934	646929831	148.7901682
SAMEA7723433_ERR5003117	4348764	647680998	148.9345014
SAMEA7723968_ERR5004029	4351368	643956433	147.9894215
SAMEA7723895_ERR5003660	4356226	647484089	148.6341822
SAMEA7723604_ERR5004415	4361820	648235616	148.6158567
SAMEA7723559_ERR5004318	4374074	650010383	148.6052552
SAMEA7724174_ERR5003845	4375504	642247350	146.7824849
SAMEA7723513_ERR5004884	4376344	650543502	148.6499923
SAMEA7723473_ERR5001981	4376722	650439491	148.6133894
SAMEA7723665_ERR5005264	4381554	651878926	148.7780194
SAMEA7723717_ERR5005027	4381964	651771815	148.7396553
SAMEA7724012_ERR5003473	4383384	605724552	138.1865134
SAMEA7723890_ERR5003077	4401442	657540450	149.3920515
SAMEA7723978_ERR5002083	4408506	654861145	148.5449141
SAMEA7723650_ERR5005235	4414618	656945801	148.8114716
SAMEA7723425_ERR5004459	4414948	656161174	148.6226279
SAMEA7723729_ERR5004253	4418992	647636691	146.5575613
SAMEA7724174_ERR5004632	4441728	652686181	146.944203
SAMEA7723978_ERR5003362	4450622	661274414	148.5802241
SAMEA7723958_ERR5003969	4452222	661881740	148.6632383
SAMEA7724306_ERR5003347	4452428	666869062	149.7764954
SAMEA7724166_ERR5004618	4460312	663775397	148.8181538
SAMEA7724342_ERR5004183	4465910	663771582	148.6307566
SAMEA7723911_ERR5001865	4478292	669836235	149.5740418
SAMEA7723990_ERR5004120	4484082	667028588	148.7547703
SAMEA7723708_ERR5005018	4510884	669372453	148.3905268
SAMEA7723909_ERR5004521	4511348	668817132	148.2521703
SAMEA7724293_ERR5004072	4513296	670323396	148.5219219
SAMEA7723635_ERR5004598	4522264	673124437	148.8467805
SAMEA7723645_ERR5003825	4523364	672481466	148.6684392
SAMEA7723999_ERR5004191	4525258	673269772	148.7804169
SAMEA7724112_ERR5001848	4525570	670955661	148.2588184
SAMEA7723504_ERR5004030	4526958	661264472	146.0725883
SAMEA7723488_ERR5004769	4528942	672731419	148.5405243
SAMEA7724284_ERR5002050	4532354	677817564	149.5508877
SAMEA7723968_ERR5004816	4537660	671812240	148.0525734
SAMEA7723896_ERR5001814	4538264	678779859	149.5681739
SAMEA7723885_ERR5001788	4541690	680570148	149.8495379
SAMEA7723709_ERR5005019	4550514	676781630	148.7264142
SAMEA7723485_ERR5003977	4552182	676240195	148.5529785
SAMEA7723675_ERR5003932	4563422	678342535	148.6477768
SAMEA7723915_ERR5003745	4574416	680171730	148.6903968
SAMEA7723611_ERR5004516	4577000	679473417	148.4538818
SAMEA7723609_ERR5003654	4577846	680771320	148.7099653
SAMEA7724043_ERR5004285	4582840	680813398	148.5570952
SAMEA7724310_ERR5004151	4584098	681118419	148.582866
SAMEA7723911_ERR5003144	4590632	686750267	149.5981963
SAMEA7723467_ERR5001972	4592334	683922578	148.9270114
SAMEA7723914_ERR5003743	4595240	682701832	148.5671765
SAMEA7723885_ERR5003067	4599590	689311888	149.8637679
SAMEA7723469_ERR5003953	4603384	684714064	148.7414615
SAMEA7723506_ERR5004034	4611876	686445777	148.8430689
SAMEA7723420_ERR5003663	4613544	685104405	148.498509
SAMEA7723643_ERR5003823	4619370	686822460	148.6831451
SAMEA7723889_ERR5001793	4620818	691877359	149.7304934
SAMEA7723640_ERR5004606	4621072	686734918	148.6094391
SAMEA7723990_ERR5004907	4629580	688915761	148.8073996
SAMEA7723533_ERR5002115	4632898	693552660	149.70169
SAMEA7723969_ERR5002033	4633044	693629355	149.7135264
SAMEA7723504_ERR5004817	4633646	677642769	146.2439662
SAMEA7723676_ERR5001964	4635186	693856736	149.6933966
SAMEA7723935_ERR5004712	4635188	688459467	148.5289199
SAMEA7723518_ERR5005298	4643292	693482433	149.3514586
SAMEA7724198_ERR5001915	4647146	695497274	149.6611628
SAMEA7723466_ERR5001971	4649234	687100950	147.7879905
SAMEA7724350_ERR5004205	4650014	688530459	148.0706206
SAMEA7724185_ERR5003867	4659740	692848121	148.6881502
SAMEA7723895_ERR5004447	4659800	692898562	148.6970604
SAMEA7723852_ERR5001737	4659976	698425136	149.8774105
SAMEA7723734_ERR5004258	4662274	686785652	147.307012
SAMEA7723985_ERR5004900	4664138	693475295	148.6824136
SAMEA7723507_ERR5004035	4666904	694775961	148.8729918
SAMEA7723645_ERR5004612	4679074	695935157	148.7335223
SAMEA7723533_ERR5003394	4681484	700935923	149.7251562
SAMEA7723449_ERR5003758	4682392	695620340	148.5608937
SAMEA7723465_ERR5004732	4692294	690757441	147.2110317
SAMEA7723634_ERR5005210	4692560	697959008	148.7373647
SAMEA7723503_ERR5004028	4693618	696520392	148.3973327
SAMEA7723741_ERR5005088	4694558	698432205	148.7748591
SAMEA7723676_ERR5003243	4695128	702890641	149.7063852
SAMEA7723661_ERR5005257	4701794	699582332	148.790511
SAMEA7723673_ERR5003924	4708782	699551023	148.5630515
SAMEA7723903_ERR5001834	4718680	692149859	146.6829408
SAMEA7723445_ERR5004536	4720054	701612176	148.6449469
SAMEA7723466_ERR5003250	4722226	698155921	147.844665
SAMEA7724232_ERR5004737	4732030	703118771	148.587133
SAMEA7723698_ERR5004221	4736258	703507641	148.536596
SAMEA7723467_ERR5003251	4740874	706229296	148.9660548
SAMEA7723852_ERR5003017	4749236	711876008	149.8927423
SAMEA7723903_ERR5003113	4750920	697012592	146.7110774
SAMEA7723427_ERR5001824	4757580	709459657	149.1219605
SAMEA7724007_ERR5004204	4759314	705494631	148.234521
SAMEA7723958_ERR5004756	4764698	708607967	148.7204366
SAMEA7723505_ERR5004031	4771230	703491746	147.444526
SAMEA7723491_ERR5003986	4778212	710820792	148.7629247
SAMEA7723507_ERR5004822	4781280	712081902	148.931228
SAMEA7723457_ERR5003768	4781848	710096065	148.4982511
SAMEA7723852_ERR5003585	4790494	713099408	148.8571759
SAMEA7724062_ERR5002261	4795936	706051360	147.2186785
SAMEA7723949_ERR5004751	4800294	713796976	148.6985955
SAMEA7723643_ERR5004610	4805480	714838473	148.7548534
SAMEA7723503_ERR5004815	4807526	713672083	148.4489284
SAMEA7724062_ERR5003540	4809116	708127041	147.2468206
SAMEA7723438_ERR5003731	4816642	709115685	147.2220034
SAMEA7723734_ERR5005045	4822464	711103103	147.4563839
SAMEA7723680_ERR5001983	4823542	720783432	149.4303215
SAMEA7723420_ERR5004450	4826196	716976420	148.559325
SAMEA7723427_ERR5003103	4826222	719831880	149.15018
SAMEA7724310_ERR5004938	4827292	717536086	148.6415336
SAMEA7723683_ERR5004111	4828338	718745359	148.8597855
SAMEA7723914_ERR5004530	4833338	718352911	148.6245967
SAMEA7724030_ERR5002216	4840146	722870528	149.3489097
SAMEA7723431_ERR5003684	4842414	719188002	148.5184873
SAMEA7723469_ERR5001977	4844834	725917408	149.833288
SAMEA7723854_ERR5003594	4846424	720956965	148.7606047
SAMEA7723474_ERR5003958	4847110	718858543	148.3066287
SAMEA7723469_ERR5004740	4849876	721671259	148.8020022
SAMEA7724293_ERR5004859	4850604	720773944	148.5946789
SAMEA7723538_ERR5004147	4851762	719171438	148.2289193
SAMEA7723673_ERR5004711	4856142	721748125	148.6258279
SAMEA7724161_ERR5003816	4858130	722309506	148.6805635
SAMEA7723456_ERR5003767	4860578	716265029	147.3621098
SAMEA7723410_ERR5003646	4861706	723450780	148.80595
SAMEA7723646_ERR5003826	4874676	725534382	148.8374575
SAMEA7724030_ERR5003495	4879994	728948426	149.3748611
SAMEA7723982_ERR5002087	4882520	730616314	149.6391851
SAMEA7724188_ERR5005271	4893058	727557684	148.6918169
SAMEA7723533_ERR5004134	4893538	728377347	148.8447309
SAMEA7724371_ERR5004246	4895538	727345855	148.5732222
SAMEA7723599_ERR5003581	4895960	727839143	148.6611702
SAMEA7724350_ERR5004992	4904154	726425532	148.1245352
SAMEA7723616_ERR5001896	4905704	729073525	148.6175124
SAMEA7723897_ERR5003667	4907908	730256083	148.7917221
SAMEA7724197_ERR5003193	4910938	733167894	149.2928426
SAMEA7723403_ERR5004412	4911676	730378208	148.7024405
SAMEA7723532_ERR5004133	4916806	731540269	148.7836349
SAMEA7723685_ERR5004933	4929962	733680166	148.8206534
SAMEA7723505_ERR5004818	4931230	727486889	147.5264567
SAMEA7723731_ERR5005042	4947394	729334187	147.4178501
SAMEA7724185_ERR5004654	4949948	736330296	148.7551578
SAMEA7723513_ERR5002078	4954032	739808816	149.3346866
SAMEA7723982_ERR5003366	4965348	743105376	149.6582669
SAMEA7723638_ERR5004604	4980074	739016037	148.3945895
SAMEA7723485_ERR5004764	4980920	740267394	148.6206151
SAMEA7724172_ERR5005242	4980962	738169012	148.1980814
SAMEA7723994_ERR5004923	4982558	741510325	148.8212129
SAMEA7724013_ERR5002195	4983584	679583614	136.3644345
SAMEA7724013_ERR5003474	4991728	681046964	136.435111
SAMEA7724203_ERR5001920	5003088	746645278	149.2368869
SAMEA7723536_ERR5004929	5004306	742849214	148.4420045
SAMEA7723680_ERR5003262	5008566	748590741	149.4620897
SAMEA7724043_ERR5005072	5008710	744418143	148.6247243
SAMEA7724382_ERR5004269	5009716	745312055	148.7733147
SAMEA7723538_ERR5004934	5011490	743312540	148.3216648
SAMEA7724347_ERR5002155	5013316	747088726	149.0208728
SAMEA7723481_ERR5003972	5014230	745657352	148.7082467
SAMEA7723966_ERR5002014	5015106	749898291	149.5279045
SAMEA7724061_ERR5004316	5018150	746525408	148.7650644
SAMEA7723600_ERR5003592	5025718	747019682	148.6393948
SAMEA7723410_ERR5004433	5026286	748160246	148.8495175
SAMEA7723727_ERR5004251	5027574	737426534	146.6764157
SAMEA7723852_ERR5004372	5030806	749136589	148.9098544
SAMEA7723942_ERR5003933	5031642	746917986	148.444183
SAMEA7724161_ERR5004603	5034804	748885909	148.7418197
SAMEA7723878_ERR5003627	5044068	749135715	148.5181633
SAMEA7723683_ERR5004898	5046114	751433871	148.9133759
SAMEA7723616_ERR5003175	5048130	750539019	148.6766424
SAMEA7724181_ERR5005261	5050986	747741524	148.0387243
SAMEA7723449_ERR5004545	5065238	752806784	148.6221939
SAMEA7724163_ERR5003828	5076830	754769182	148.6693827
SAMEA7723919_ERR5003153	5090012	705400520	138.5852371
SAMEA7723912_ERR5003740	5097592	757634824	148.6260226
SAMEA7724191_ERR5005278	5102118	742636589	145.5545695
SAMEA7724007_ERR5004991	5103126	756722936	148.2861556
SAMEA7723919_ERR5001874	5108046	707735048	138.5529903
SAMEA7723727_ERR5005038	5114814	751050057	146.8381953
SAMEA7723400_ERR5003618	5120438	759879682	148.4013051
SAMEA7723698_ERR5005008	5128726	762126782	148.5996292
SAMEA7723450_ERR5003759	5129278	761801688	148.5202572
SAMEA7723689_ERR5004211	5135628	762936083	148.5575051
SAMEA7723438_ERR5004518	5136670	757146387	147.4002393
SAMEA7724347_ERR5003434	5142234	766536811	149.0668863
SAMEA7723402_ERR5004407	5146894	764130711	148.4644352
SAMEA7723908_ERR5003732	5147648	764416338	148.4981759
SAMEA7723511_ERR5004092	5154886	766642979	148.7216165
SAMEA7724382_ERR5005056	5160530	768016050	148.8250335
SAMEA7724203_ERR5003199	5168252	771525119	149.281637
SAMEA7723897_ERR5004454	5177422	770620901	148.8425902
SAMEA7723966_ERR5003293	5181908	774990729	149.557022
SAMEA7723633_ERR5004595	5196554	773167057	148.7845709
SAMEA7724061_ERR5005103	5197982	773601309	148.8272389
SAMEA7723942_ERR5004720	5205866	773097186	148.5050107
SAMEA7723707_ERR5004230	5206728	772286957	148.324813
SAMEA7723532_ERR5004920	5208342	775184739	148.8352222
SAMEA7723606_ERR5004419	5212016	771663018	148.0546142
SAMEA7723599_ERR5004368	5212812	775277135	148.7253204
SAMEA7724343_ERR5002151	5212848	778728853	149.3864492
SAMEA7724375_ERR5004262	5218612	775160595	148.5376945
SAMEA7723682_ERR5003973	5236898	779303619	148.810158
SAMEA7723459_ERR5003770	5237396	778200823	148.5854465
SAMEA7724139_ERR5003776	5254758	778868347	148.2215446
SAMEA7724371_ERR5005033	5266126	782702077	148.6295765
SAMEA7723660_ERR5003856	5267686	782124970	148.4760045
SAMEA7723921_ERR5001882	5287862	782408721	147.9631505
SAMEA7723995_ERR5004139	5298242	787721960	148.6761005
SAMEA7724163_ERR5004615	5304346	788922147	148.7312756
SAMEA7723428_ERR5003677	5317022	788965415	148.3848318
SAMEA7723431_ERR5004471	5324134	791061251	148.580267
SAMEA7724351_ERR5003452	5326870	795641207	149.3637365
SAMEA7723411_ERR5003647	5332820	793042891	148.7098554
SAMEA7724338_ERR5002147	5341580	797512027	149.3026458
SAMEA7724343_ERR5003430	5348798	799193214	149.4154788
SAMEA7723878_ERR5004414	5358578	796186544	148.5816842
SAMEA7723481_ERR5004759	5365372	798179827	148.7650487
SAMEA7724169_ERR5003838	5365856	795560372	148.2634592
SAMEA7724318_ERR5004946	5368174	799053630	148.8501733
SAMEA7724300_ERR5004079	5373632	799046779	148.6977112
SAMEA7723921_ERR5003161	5375282	795565742	148.004466
SAMEA7723855_ERR5001749	5384800	806465116	149.7669581
SAMEA7723978_ERR5004102	5392934	799602055	148.2684667
SAMEA7723742_ERR5004302	5413524	803639175	148.450284
SAMEA7724294_ERR5002058	5414010	807170828	149.0892754
SAMEA7724307_ERR5002127	5414562	810952352	149.772475
SAMEA7723412_ERR5003650	5425392	806770306	148.7026755
SAMEA7723912_ERR5004527	5429454	807291260	148.6873745
SAMEA7723707_ERR5005017	5435436	806611884	148.3987456
SAMEA7723400_ERR5004405	5437408	807346500	148.4800295
SAMEA7723603_ERR5001748	5437576	814520198	149.7947243
SAMEA7723689_ERR5004998	5440160	808544028	148.6250456
SAMEA7723511_ERR5004879	5444570	810002376	148.7725157
SAMEA7723530_ERR5004131	5445630	809866500	148.7186056
SAMEA7723696_ERR5002190	5461406	817705307	149.7243214
SAMEA7723490_ERR5004772	5483612	816104895	148.826156
SAMEA7723995_ERR5004926	5492140	816897036	148.7392958
SAMEA7724139_ERR5004563	5494980	814984294	148.3143331
SAMEA7723658_ERR5005252	5497126	817372864	148.6909458
SAMEA7723459_ERR5004557	5503080	818032720	148.6499778
SAMEA7723850_ERR5003582	5507244	818648894	148.6494686
SAMEA7723664_ERR5005263	5507434	819674737	148.8306055
SAMEA7723898_ERR5001819	5513418	823992813	149.4522659
SAMEA7723682_ERR5004760	5519622	821649954	148.859823
SAMEA7723447_ERR5003754	5531402	821925113	148.5925472
SAMEA7723876_ERR5003623	5550414	825170237	148.6682321
SAMEA7723496_ERR5003994	5556006	825307926	148.5433828
SAMEA7723466_ERR5003947	5572706	824605831	147.9722474
SAMEA7723450_ERR5004546	5573380	828121113	148.58508
SAMEA7724307_ERR5003406	5574684	835057997	149.7946784
SAMEA7723454_ERR5003765	5581950	826068902	147.9893052
SAMEA7724143_ERR5003785	5582472	830374596	148.7467552
SAMEA7724350_ERR5002172	5593026	834231350	149.155636
SAMEA7723696_ERR5003469	5594160	837698013	149.7450936
SAMEA7723908_ERR5004519	5610740	833544733	148.5623524
SAMEA7723898_ERR5003098	5613374	839087524	149.4800674
SAMEA7723670_ERR5003877	5619474	835847592	148.7412509
SAMEA7723417_ERR5003087	5622092	841362711	149.6529603
SAMEA7724353_ERR5002197	5623950	838147693	149.0318536
SAMEA7723453_ERR5001904	5624686	840747883	149.4746343
SAMEA7723733_ERR5004257	5626674	824928928	146.6104004
SAMEA7724228_ERR5001941	5640028	843917144	149.6299564
SAMEA7724223_ERR5003216	5640864	843877817	149.6008088
SAMEA7723558_ERR5005102	5647400	840280755	148.7907276
SAMEA7723610_ERR5003668	5659802	841649019	148.7064422
SAMEA7723979_ERR5004103	5662054	842795815	148.849837
SAMEA7723555_ERR5002252	5673300	842779007	148.5518141
SAMEA7724374_ERR5005048	5678858	844320747	148.6779115
SAMEA7723677_ERR5003940	5681080	845189693	148.7727145
SAMEA7724200_ERR5001917	5682032	850412547	149.666976
SAMEA7723428_ERR5004464	5682892	843705675	148.4641403
SAMEA7724066_ERR5004322	5683084	845191148	148.7205095
SAMEA7723453_ERR5003183	5684338	849766905	149.4926771
SAMEA7723555_ERR5004307	5707678	845384649	148.1135847
SAMEA7724246_ERR5002020	5709978	854643701	149.6754805
SAMEA7723510_ERR5004090	5719694	850813087	148.7515044
SAMEA7723733_ERR5005044	5735224	841715971	146.7625277
SAMEA7723401_ERR5001770	5742538	858375484	149.4766746
SAMEA7723454_ERR5004552	5745530	850792657	148.0790557
SAMEA7723732_ERR5004256	5749674	845682413	147.0835413
SAMEA7723616_ERR5004543	5755048	853815491	148.359404
SAMEA7723406_ERR5001782	5759478	855290650	148.501418
SAMEA7724190_ERR5005275	5760628	856305133	148.6478788
SAMEA7723934_ERR5003922	5765758	857352311	148.6972417
SAMEA7724011_ERR5004215	5771226	858612590	148.77473
SAMEA7723466_ERR5004734	5784974	856659463	148.0835459
SAMEA7724058_ERR5004310	5785932	855430077	147.8465487
SAMEA7723703_ERR5002201	5800008	864716933	149.0889207
SAMEA7724300_ERR5004866	5800222	862829911	148.7580839
SAMEA7724200_ERR5003196	5806726	869218833	149.6917253
SAMEA7723425_ERR5001822	5810360	868649472	149.5001122
SAMEA7723672_ERR5003923	5818278	864432442	148.5718699
SAMEA7723555_ERR5005094	5818984	862330236	148.1925773
SAMEA7723702_ERR5003479	5831696	867674324	148.7859319
SAMEA7723676_ERR5003939	5833530	867455269	148.7016042
SAMEA7723543_ERR5004209	5842802	859427403	147.0916528
SAMEA7723670_ERR5004664	5848462	870256025	148.8008343
SAMEA7724058_ERR5005097	5849402	865314432	147.9321189
SAMEA7723876_ERR5004410	5852710	870431467	148.7228082
SAMEA7723850_ERR5004369	5856838	870967717	148.7095455
SAMEA7723406_ERR5003061	5861872	870652813	148.5281175
SAMEA7723406_ERR5003631	5866448	864393320	147.3452624
SAMEA7723888_ERR5001791	5878054	875351705	148.9186226
SAMEA7723404_ERR5003626	5878224	873695220	148.6325155
SAMEA7723693_ERR5002187	5879844	880873711	149.8124289
SAMEA7723979_ERR5004890	5892150	877328889	148.8979216
SAMEA7723534_ERR5004137	5892814	876186301	148.6872487
SAMEA7723703_ERR5003480	5896760	879258846	149.1088065
SAMEA7723460_ERR5001960	5898610	882278079	149.5738961
SAMEA7723389_ERR5003576	5905962	879091229	148.8481011
