CUI-less	envo.json	UBERON:0010230_SYNONYM	globe	eyeball of camera-type eye	biolink:AnatomicalEntity
CUI-less	envo.json	UBERON:0010230	eyeball of camera-type eye	eyeball of camera-type eye	biolink:AnatomicalEntity
CUI-less	envo.json	PATO:0002215_SYNONYM	unciform	falciform	biolink:OntologyClass
CUI-less	envo.json	PATO:0002215_SYNONYM	sickle-shaped	falciform	biolink:OntologyClass
CUI-less	envo.json	PATO:0002215_SYNONYM	uncinate	falciform	biolink:OntologyClass
CUI-less	envo.json	PATO:0002215_SYNONYM	hooked	falciform	biolink:OntologyClass
CUI-less	envo.json	PATO:0002215_SYNONYM	scythe-shaped	falciform	biolink:OntologyClass
CUI-less	envo.json	PATO:0002215_SYNONYM	falcate	falciform	biolink:OntologyClass
CUI-less	envo.json	PATO:0002215	falciform	falciform	biolink:OntologyClass
CUI-less	envo.json	CHEBI:43098	heptane	heptane	biolink:ChemicalSubstance
CUI-less	envo.json	PATO:0002219_SYNONYM	fan-like	fan-shaped	biolink:OntologyClass
CUI-less	envo.json	PATO:0002219	fan-shaped	fan-shaped	biolink:OntologyClass
CUI-less	envo.json	UBERON:0010225	thalamic complex	thalamic complex	biolink:AnatomicalEntity
CUI-less	envo.json	PATO:0002212_SYNONYM	gracile	slender	biolink:OntologyClass
CUI-less	envo.json	PATO:0002212	slender	slender	biolink:OntologyClass
CUI-less	envo.json	FOODON:03400231	margarine (us cfr)	margarine (us cfr)	biolink:OntologyClass
CUI-less	envo.json	NCBITaxon:7088_SYNONYM	moths	Lepidoptera	biolink:OrganismalEntity
CUI-less	envo.json	NCBITaxon:7088_SYNONYM	butterflies and moths	Lepidoptera	biolink:OrganismalEntity
CUI-less	envo.json	NCBITaxon:7088_SYNONYM	moths	Lepidoptera	biolink:OrganismalEntity
CUI-less	envo.json	NCBITaxon:7088	Lepidoptera	Lepidoptera	biolink:OrganismalEntity
CUI-less	envo.json	NCBITaxon:3524_SYNONYM	Centrospermae	Caryophyllales	biolink:OrganismalEntity
CUI-less	envo.json	NCBITaxon:3524	Caryophyllales	Caryophyllales	biolink:OrganismalEntity
CUI-less	envo.json	GO:0019414	aerobic respiration, using sulfur or sulfate as electron donor	aerobic respiration, using sulfur or sulfate as electron donor	biolink:OntologyClass
CUI-less	envo.json	GO:0019412	aerobic respiration, using hydrogen as electron donor	aerobic respiration, using hydrogen as electron donor	biolink:OntologyClass
CUI-less	envo.json	GO:0019410	aerobic respiration, using carbon monoxide as electron donor	aerobic respiration, using carbon monoxide as electron donor	biolink:OntologyClass
CUI-less	envo.json	GO:0019411	aerobic respiration, using ferrous ions as electron donor	aerobic respiration, using ferrous ions as electron donor	biolink:OntologyClass
CUI-less	envo.json	CHEBI:26519	radical	radical	biolink:ChemicalSubstance
CUI-less	envo.json	NCBITaxon:2698737_SYNONYM	SAR supergroup	Sar	biolink:OrganismalEntity
CUI-less	envo.json	NCBITaxon:2698737	Sar	Sar	biolink:OrganismalEntity
CUI-less	envo.json	GO:0019409	aerobic respiration, using ammonia as electron donor	aerobic respiration, using ammonia as electron donor	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001070	miso food product	miso food product	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001071	grape must	grape must	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600019	sugarcane vinasse	sugarcane vinasse	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001074	barley malt vinegar	barley malt vinegar	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001075	mammalian milk (nonfat, dry)	mammalian milk (nonfat, dry)	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600017	slurry	slurry	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600018_SYNONYM	organic surface layer	organic horizon	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600018_SYNONYM	soil organic layer	organic horizon	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600018	organic horizon	organic horizon	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001073	vinegar food product	vinegar food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600015	polluted river	polluted river	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001078	fermented soybean food product	fermented soybean food product	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001079_SYNONYM	pickled	food (pickled)	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001079	food (pickled)	food (pickled)	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600016	saprolite	saprolite	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600013_SYNONYM	crude bitumen	bituminous sand	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600013_SYNONYM	oil sands	bituminous sand	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600013_SYNONYM	tar sands	bituminous sand	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600013	bituminous sand	bituminous sand	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001076	sake food product	sake food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600014	pipeline network	pipeline network	biolink:OntologyClass
CUI-less	envo.json	FOODON:03400289	USA agency food product type	USA agency food product type	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001077	salt pork meat food product	salt pork meat food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600011	mineral horizon	mineral horizon	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600012_SYNONYM	oil pipeline	oil pipeline network	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600012	oil pipeline network	oil pipeline network	biolink:OntologyClass
CUI-less	envo.json	NCBITaxon:465832	Calyptra	Calyptra	biolink:OrganismalEntity
CUI-less	envo.json	ENVO:03600010	membrane bioreactor	membrane bioreactor	biolink:OntologyClass
CUI-less	envo.json	CHEBI:51584	metallophthalocyanines	metallophthalocyanines	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:51585	metallophthalocyanine	metallophthalocyanine	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:51580	phthalocyanines	phthalocyanines	biolink:ChemicalSubstance
CUI-less	envo.json	FOODON:00001081	Bondon cheese food product	Bondon cheese food product	biolink:OntologyClass
CUI-less	envo.json	FOODON:03400294	butter product analog (us cfr)	butter product analog (us cfr)	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001082	bitter cheese food product	bitter cheese food product	biolink:OntologyClass
CUI-less	envo.json	FOODON:03400293	soft candy (us cfr)	soft candy (us cfr)	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001080	tape kefan food product	tape kefan food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600008	intensive care unit	intensive care unit	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600009	interstitial water	interstitial water	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001086	kefir food product	kefir food product	biolink:OntologyClass
CUI-less	envo.json	GO:0015947	methane metabolic process	methane metabolic process	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600006_SYNONYM	food loss	food waste	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600006	food waste	food waste	biolink:OntologyClass
CUI-less	envo.json	GO:0015948	methanogenesis	methanogenesis	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001083	sugar condiment	sugar condiment	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600007	formation fluid	formation fluid	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600004	drinking water treatment plant	drinking water treatment plant	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001089	corn flour food product	corn flour food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600005	electrical switch	electrical switch	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001087	vegetable oil food product	vegetable oil food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600002	cooling water	cooling water	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001088_SYNONYM	flax oil	flaxseed oil	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001088_SYNONYM	linseed oil	flaxseed oil	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001088_SYNONYM	flax seed oil	flaxseed oil	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001088_SYNONYM	linseed oil	flaxseed oil	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001088	flaxseed oil	flaxseed oil	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600003_SYNONYM	drinking water pipeline	drinking water pipeline network	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600003	drinking water pipeline network	drinking water pipeline network	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600000_SYNONYM	clean room	cleanroom	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600000	cleanroom	cleanroom	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600001	chemically contaminated sediment	chemically contaminated sediment	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000611	bus	bus	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000612_SYNONYM	taxi	taxicab	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000612_SYNONYM	cab	taxicab	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000612	taxicab	taxicab	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000613	watercraft	watercraft	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000614_SYNONYM	cycle	bicycle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000614_SYNONYM	bike	bicycle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000614	bicycle	bicycle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000610_SYNONYM	engine	motor	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000610	motor	motor	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001092	vertebrate animal food product	vertebrate animal food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000619	closed ecological system	closed ecological system	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001093	cereal grain food product	cereal grain food product	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001090	sour milk beverage	sour milk beverage	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001091	dried milk food product	dried milk food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000615_SYNONYM	cycle	motorcycle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000615_SYNONYM	moto	motorcycle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000615_SYNONYM	bike	motorcycle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000615_SYNONYM	motorbike	motorcycle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000615	motorcycle	motorcycle	biolink:OntologyClass
CUI-less	envo.json	CHEBI:82664	iron(0)	iron(0)	biolink:ChemicalSubstance
CUI-less	envo.json	FOODON:00001096	fermented elaeis palm beverage	fermented elaeis palm beverage	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000616_SYNONYM	motor scooter	motorscooter	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000616_SYNONYM	scooter	motorscooter	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000616	motorscooter	motorscooter	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001097	fermented sugar cane beverage	fermented sugar cane beverage	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001094_SYNONYM	alcoholic beverage	fermented beverage	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001094	fermented beverage	fermented beverage	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000617	lentic water body	lentic water body	biolink:OntologyClass
CUI-less	envo.json	CHEBI:82663	elemental iron	elemental iron	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:25274	methylamines	methylamines	biolink:ChemicalSubstance
CUI-less	envo.json	FOODON:00001095	fermented grape beverage	fermented grape beverage	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000618	lotic water body	lotic water body	biolink:OntologyClass
CUI-less	envo.json	CHEBI:82661	diatomaceous earth	diatomaceous earth	biolink:ChemicalSubstance
CUI-less	envo.json	FOODON:00001098_SYNONYM	fermented apple	fermented apple beverage	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001098	fermented apple beverage	fermented apple beverage	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001099	apple beverage	apple beverage	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600031_SYNONYM	terrain dam	earth-filled dam	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600031_SYNONYM	earthen dam	earth-filled dam	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600031	earth-filled dam	earth-filled dam	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600032	embankment dam	embankment dam	biolink:OntologyClass
CUI-less	envo.json	FOODON:03310226	hominy	hominy	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600030	soil horizon	soil horizon	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000600	rainwater	rainwater	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000601	motor vehicle	motor vehicle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000602_SYNONYM	lorry	truck	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000602	truck	truck	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000603	water truck	water truck	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000608	boat	boat	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000609_SYNONYM	motorized boat	motor boat	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000609_SYNONYM	motorised boat	motor boat	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000609	motor boat	motor boat	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000604	vehicle	vehicle	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000605	car	car	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000606	cart	cart	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000607	animal-drawn cart	animal-drawn cart	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600022	vinasse	vinasse	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600020	tailings dam	tailings dam	biolink:OntologyClass
CUI-less	envo.json	ENVO:03600021	tailings pond	tailings pond	biolink:OntologyClass
CUI-less	envo.json	FOODON:03400257	fruit or vegetable product (us cfr)	fruit or vegetable product (us cfr)	biolink:OntologyClass
CUI-less	envo.json	CHEBI:26561	ribonucleotide	ribonucleotide	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:26562	ribose phosphate	ribose phosphate	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:49202	elemental platinum	elemental platinum	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:80043	Nodularin	Nodularin	biolink:ChemicalSubstance
CUI-less	envo.json	NCBITaxon:1804623	Chenopodiaceae	Chenopodiaceae	biolink:OrganismalEntity
CUI-less	envo.json	CHEBI:37217	titanium molecular entity	titanium molecular entity	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:25248	methyl ester	methyl ester	biolink:ChemicalSubstance
CUI-less	envo.json	ENVO:01000556	biogas	biogas	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003059	obsolete New Zealand Cheddar	obsolete New Zealand Cheddar	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000557_SYNONYM	liquified natural gas	liquefied natural gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000557_SYNONYM	LNG	liquefied natural gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000557	liquefied natural gas	liquefied natural gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003058_SYNONYM	Harzerkaese	obsolete Harzer	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003058	obsolete Harzer	obsolete Harzer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000558	liquefied hydrocarbon gas	liquefied hydrocarbon gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000559	compressed biogas	compressed biogas	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003057	obsolete Emmenthal	obsolete Emmenthal	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000552	natural gas	natural gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003056	obsolete Swiss cheese	obsolete Swiss cheese	biolink:OntologyClass
CUI-less	envo.json	CHEBI:22985	calcium molecular entity	calcium molecular entity	biolink:ChemicalSubstance
CUI-less	envo.json	ENVO:01000553_SYNONYM	liquid petroleum gas	liquefied petroleum gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000553_SYNONYM	LPG	liquefied petroleum gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000553_SYNONYM	LP gas	liquefied petroleum gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000553_SYNONYM	liquified natural gas	liquefied petroleum gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000553	liquefied petroleum gas	liquefied petroleum gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003055	obsolete Gorgonzola	obsolete Gorgonzola	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001883_SYNONYM	white frost crystal	hoar crystal	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001883_SYNONYM	hoar frost crystal	hoar crystal	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001883	hoar crystal	hoar crystal	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003054	obsolete halloumi	obsolete halloumi	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000554	hydrocarbon gas	hydrocarbon gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000555	compressed natural gas	compressed natural gas	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003053	obsolete Gouda	obsolete Gouda	biolink:OntologyClass
CUI-less	envo.json	CHEBI:22984	calcium atom	calcium atom	biolink:ChemicalSubstance
CUI-less	envo.json	ENVO:00003052	obsolete Brie	obsolete Brie	biolink:OntologyClass
CUI-less	envo.json	CHEBI:33635	polycyclic compound	polycyclic compound	biolink:ChemicalSubstance
CUI-less	envo.json	CHEBI:33636	bicyclic compound	bicyclic compound	biolink:ChemicalSubstance
CUI-less	envo.json	ENVO:00003051	obsolete Cheddar cheese	obsolete Cheddar cheese	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003050	obsolete cane sugar	obsolete cane sugar	biolink:OntologyClass
CUI-less	envo.json	CHEBI:33637	ortho-fused compound	ortho-fused compound	biolink:ChemicalSubstance
CUI-less	envo.json	FOODON:00001111	equine dairy food product	equine dairy food product	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001114	zebra dairy food product	zebra dairy food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510058	pharmaceutical ink	pharmaceutical ink	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001880	subglacial	subglacial	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510057_SYNONYM	hair color	permanent hair dye	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510057	permanent hair dye	permanent hair dye	biolink:OntologyClass
CUI-less	envo.json	CHEBI:21656	N-acyl-hexosamine	N-acyl-hexosamine	biolink:ChemicalSubstance
CUI-less	envo.json	ENVO:03510056_SYNONYM	wallpaper adhesive	methyl cellulose paste	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510056_SYNONYM	wallpaper paste	methyl cellulose paste	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510056	methyl cellulose paste	methyl cellulose paste	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000550	composting toilet	composting toilet	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001882	surface hoar	surface hoar	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000551_SYNONYM	liquid paraffin	paraffin oil	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000551_SYNONYM	paraffin	paraffin oil	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000551	paraffin oil	paraffin oil	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510055_SYNONYM	cow gum	rubber cement	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510055	rubber cement	rubber cement	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001881	supraglacial	supraglacial	biolink:OntologyClass
CUI-less	envo.json	FOODON:00001118	cattle dairy food product	cattle dairy food product	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000545	ionosphere	ionosphere	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001876_SYNONYM	snow pellets	graupel	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001876	graupel	graupel	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000546	exosphere	exosphere	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001879	proglacial	proglacial	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000547_SYNONYM	glaze	glaze ice layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000547_SYNONYM	glaze ice	glaze ice layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000547_SYNONYM	glaze	glaze ice layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000547	glaze ice layer	glaze ice layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003069_SYNONYM	sheep milk	obsolete ovine milk	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003069	obsolete ovine milk	obsolete ovine milk	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000548	eutrophic lake	eutrophic lake	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003068	obsolete bovine milk	obsolete bovine milk	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001873	hatchery	hatchery	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000541	thermosphere	thermosphere	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003067	obsolete beef	obsolete beef	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000542_SYNONYM	ozone shield	ozone layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000542	ozone layer	ozone layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001872	manure pit	manure pit	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003066	obsolete chicken meat product	obsolete chicken meat product	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000543_SYNONYM	atmospheric layering	atmospheric layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000543	atmospheric layer	atmospheric layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001875	debris flow following rainfall	debris flow following rainfall	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003065	distilled water	distilled water	biolink:OntologyClass
CUI-less	envo.json	ENVO:01001874	poultry hatchery	poultry hatchery	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003064_SYNONYM	potable water	drinking water	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003064	drinking water	drinking water	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000544	boundary layer	boundary layer	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003063	obsolete cured meat	obsolete cured meat	biolink:OntologyClass
CUI-less	envo.json	CHEBI:33646	alkadiene	alkadiene	biolink:ChemicalSubstance
CUI-less	envo.json	ENVO:00003062	obsolete pork	obsolete pork	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003061	obsolete Vacherin Mont d'Or	obsolete Vacherin Mont d'Or	biolink:OntologyClass
CUI-less	envo.json	ENVO:00003060	obsolete Pont l'Eveque	obsolete Pont l'Eveque	biolink:OntologyClass
CUI-less	envo.json	ENVO:01000549	mass of biological material	mass of biological material	biolink:OntologyClass
CUI-less	envo.json	FOODON:00002450	multi-component honey product	multi-component honey product	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510061	soy ink	soy ink	biolink:OntologyClass
CUI-less	envo.json	CHEBI:34970	saxitoxin	saxitoxin	biolink:ChemicalSubstance
CUI-less	envo.json	FOODON:00002454	food product by quality	food product by quality	biolink:OntologyClass
CUI-less	envo.json	ENVO:03510060	gel ink	gel ink	biolink:OntologyClass
CUI-less	envo.json	FOODON:00002451	food transformation process	food transformation process	biolink:OntologyClass
