samp_name,source_mat_id,id,sample_link,EMSL_store_temp,abs_air_humidity,address,adj_room,aero_struc,agrochem_addition,air_temp,air_temp_regm,al_sat,al_sat_meth,alt,amount_light,analysis_type,annual_precpt,annual_temp,arch_struc,avg_dew_point,avg_occup,avg_temp,bathroom_count,bedroom_count,biotic_regm,biotic_relationship,build_docs,build_occup_type,building_setting,built_struc_age,built_struc_set,built_struc_type,carb_dioxide,carb_nitro_ratio,ceil_area,ceil_cond,ceil_finish_mat,ceil_struc,ceil_texture,ceil_thermal_mass,ceil_type,ceil_water_mold,chem_administration,climate_environment,collection_date,collection_date_inc,collection_time,collection_time_inc,cool_syst_id,crop_rotation,cur_land_use,cur_vegetation,cur_vegetation_meth,date_last_rain,depth,dew_point,dna_absorb1,dna_absorb2,dna_collect_site,dna_concentration,dna_cont_type,dna_cont_well,dna_container_ID,dna_dnase,dna_isolate_meth,dna_organisms,dna_project_contact,dna_samp_ID,dna_sample_format,dna_sample_name,dna_seq_project,dna_seq_project_PI,dna_seq_project_name,dna_volume,door_comp_type,door_cond,door_direct,door_loc,door_mat,door_move,door_size,door_type,door_type_metal,door_type_wood,door_water_mold,drainage_class,drawings,ecosystem,ecosystem_category,ecosystem_subtype,ecosystem_type,elev,elevator,env_broad_scale,env_local_scale,env_medium,env_package,escalator,exp_duct,exp_pipe,experimental_factor,experimental_factor_other,ext_door,ext_wall_orient,ext_window_orient,extreme_event,fao_class,filter_method,filter_type,fire,fireplace_type,flooding,floor_age,floor_area,floor_cond,floor_count,floor_finish_mat,floor_struc,floor_thermal_mass,floor_water_mold,freq_clean,freq_cook,furniture,gaseous_environment,gender_restroom,geo_loc_name,growth_facil,hall_count,handidness,heat_cool_type,heat_deliv_loc,heat_sys_deliv_meth,heat_system_id,heavy_metals,heavy_metals_meth,height_carper_fiber,horizon_meth,humidity_regm,indoor_space,indoor_surf,inside_lux,int_wall_cond,isotope_exposure,last_clean,lat_lon,light_regm,light_type,link_class_info,link_climate_info,local_class,local_class_meth,max_occup,mech_struc,micro_biomass_C_meth,micro_biomass_N_meth,micro_biomass_meth,microbial_biomass,microbial_biomass_C,microbial_biomass_N,misc_param,non_microb_biomass,non_microb_biomass_method,number_pets,number_plants,number_resident,occup_density_samp,occup_document,occup_samp,org_matter,org_nitro,org_nitro_method,organism_count,other_treatment,oxy_stat_samp,ph,ph_meth,phosphate,pres_animal_insect,prev_land_use_meth,previous_land_use,profile_position,project_ID,proposal_dna,quad_pos,rel_air_humidity,rel_humidity_out,rel_samp_loc,rel_to_oxygen,replicate_number,room_air_exch_rate,room_architec_elem,room_condt,room_connected,room_count,room_dim,room_door_dist,room_door_share,room_hallway,room_loc,room_moist_dam_hist,room_net_area,room_occup,room_samp_pos,room_type,room_vol,room_wall_share,room_window_count,salinity,salinity_meth,samp_collec_device,samp_collec_method,samp_floor,samp_mat_process,samp_room_id,samp_size,samp_sort_meth,samp_store_temp,samp_time_out,samp_type,samp_weather,sample_shipped,season,season_precpt,season_temp,season_use,shad_dev_water_mold,shading_device_cond,shading_device_loc,shading_device_mat,shading_device_type,sieving,size_frac,size_frac_low,size_frac_up,slope_aspect,slope_gradient,soil_horizon,soil_text_measure,soil_texture_meth,soil_type,soil_type_meth,space_typ_state,specific,specific_ecosystem,specific_humidity,start_date_inc,start_time_inc,store_cond,substructure_type,surf_air_cont,surf_humidity,surf_material,surf_moisture,surf_moisture_ph,surf_temp,technical_reps,temp,temp_out,tillage,tot_carb,tot_nitro_cont_meth,tot_nitro_content,tot_org_c_meth,tot_org_carb,tot_phosp,train_line,train_stat_loc,train_stop_loc,typ_occup_density,ventilation_type,vis_media,wall_area,wall_const_type,wall_finish_mat,wall_height,wall_loc,wall_surf_treatment,wall_texture,wall_thermal_mass,wall_water_mold,water_cont_soil_meth,water_content,water_feat_size,water_feat_type,watering_regm,weekday,window_cond,window_cover,window_horiz_pos,window_loc,window_mat,window_open_freq,window_size,window_status,window_type,window_vert_pos,window_water_mold
,,nmdc:fk09kzy66,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.71,1.55,,34.2,,,,,,,,305128,,,1385824,,6_0-15_MAC_DNA_20210810,50,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0a5wh96,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.75,1.52,,27.9,,,,,,,,305129,,,1385825,,6_0-15_MAC_DNA_RHIZO_20210810,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0k53b90,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.72,1.47,,51.2,,,,,,,,305130,,,1385826,,7_0-15_MAC_DNA_20210810,50,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0pq6v07,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.82,1.71,,44.8,,,,,,,,305131,,,1385827,,8_0-15_MAC_DNA_20210810,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0vzez44,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.8,1.69,,101,,,,,,,,305132,,,1385828,,8_0-15_MAC_DNA_RHIZO_20210810,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk07t6926,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.78,1.65,,48.8,,,,,,,,305133,,,1385829,,10_0-15_MAC_DNA_RHIZO_20210810,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0jskj89,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.72,1.67,,86.8,,,,,,,,305134,,,1385830,,10_0-15_MAC_DNA_20210810,48,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0je5t87,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.74,1.72,,77.6,,,,,,,,305135,,,1385831,,11_0-15_MAC_DNA_RHIZO_20210810,48,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0q11s37,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.71,1.62,,70,,,,,,,,305136,,,1385832,,11_0-15_MAC_DNA_20210810,48,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0698z43,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305137,,,1385833,,DNA_plot6_0-15_20210708,,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0431q51,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk03md816,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.51,1.15,,5.93,,,,,,,,305138,,,1385834,,RNA_1_0-15-20210518_a,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk00awz62,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.76,1.46,,14.8,,,,,,,,305139,,,1385835,,RNA_7_0-15-20210518_a,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0ws3k28,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.73,1.6,,30.4,,,,,,,,305140,,,1385836,,RNA_10_0-15-20210518_a,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk01tr426,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305141,,,1385837,,RNA_plot1ctr0-15_20210708,22,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk08t9e68,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.2,0.72,,2.64,,,,,,,,305142,,,1385838,,RNA_plot2ctr0-15_20210708,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk06eed69,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305143,,,1385839,,RNA_plot3ctr0-15_20210708,46,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk05vwa66,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305144,,,1385840,,RNA_plot4_0-15_20210708,40,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk065sr50,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.74,1.01,,8.32,,,,,,,,305145,,,1385841,,RNA_plot7_0-15_20210708,37,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0k5yy60,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305146,,,1385842,,RNA_plot8_0-15_20210708,40,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0x1v947,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.66,1.21,,9.94,,,,,,,,305147,,,1385843,,RNA_plot10_0-15_20210709,48,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0s62284,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,1.45,0.99,,3.83,,,,,,,,305148,,,1385844,,RNA_plot11_0-15_20210709,48,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0gj3q17,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305149,,,1385845,,1_0-15_MAC_RNA_20210810,41,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0bk6c09,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305150,,,1385846,,2_0-15_MAC_RNA_20210810,37,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nmdc:fk0thk319,53da7915-3809-48bd-92b9-42a793b92aa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,row crops,Sorghum bicolor,,,0-0.15,,,,,,,,,,,,,305151,,,1385847,,3_0-15_MAC_RNA_20210810,48,,,,,,,,,,,,well,,Environmental,Terrestrial,Loam,Soil,,,arid biome [ENVO:01001838],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA: Arizona, Maricopa",field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,,,,,,,,,,,,,,,,,O horizon,,,,,,,Agricultural soil,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
