samp_name,source_mat_id,id,sample_link,EMSL_store_temp,abs_air_humidity,address,adj_room,aero_struc,agrochem_addition,air_temp,air_temp_regm,al_sat,al_sat_meth,alt,amount_light,analysis_type,annual_precpt,annual_temp,arch_struc,avg_dew_point,avg_occup,avg_temp,bathroom_count,bedroom_count,biotic_regm,biotic_relationship,build_docs,build_occup_type,building_setting,built_struc_age,built_struc_set,built_struc_type,carb_dioxide,carb_nitro_ratio,ceil_area,ceil_cond,ceil_finish_mat,ceil_struc,ceil_texture,ceil_thermal_mass,ceil_type,ceil_water_mold,chem_administration,climate_environment,collection_date,collection_date_inc,collection_time,collection_time_inc,cool_syst_id,crop_rotation,cur_land_use,cur_vegetation,cur_vegetation_meth,date_last_rain,depth,dew_point,dna_absorb1,dna_absorb2,dna_collect_site,dna_concentration,dna_cont_type,dna_cont_well,dna_container_ID,dna_dnase,dna_isolate_meth,dna_organisms,dna_project_contact,dna_samp_ID,dna_sample_format,dna_sample_name,dna_seq_project,dna_seq_project_PI,dna_seq_project_name,dna_volume,door_comp_type,door_cond,door_direct,door_loc,door_mat,door_move,door_size,door_type,door_type_metal,door_type_wood,door_water_mold,drainage_class,drawings,ecosystem,ecosystem_category,ecosystem_subtype,ecosystem_type,elev,elevator,env_broad_scale,env_local_scale,env_medium,env_package,escalator,exp_duct,exp_pipe,experimental_factor,experimental_factor_other,ext_door,ext_wall_orient,ext_window_orient,extreme_event,fao_class,filter_method,filter_type,fire,fireplace_type,flooding,floor_age,floor_area,floor_cond,floor_count,floor_finish_mat,floor_struc,floor_thermal_mass,floor_water_mold,freq_clean,freq_cook,furniture,gaseous_environment,gender_restroom,geo_loc_name,growth_facil,hall_count,handidness,heat_cool_type,heat_deliv_loc,heat_sys_deliv_meth,heat_system_id,heavy_metals,heavy_metals_meth,height_carper_fiber,horizon_meth,humidity_regm,indoor_space,indoor_surf,inside_lux,int_wall_cond,isotope_exposure,last_clean,lat_lon,light_regm,light_type,link_class_info,link_climate_info,local_class,local_class_meth,max_occup,mech_struc,micro_biomass_C_meth,micro_biomass_N_meth,micro_biomass_meth,microbial_biomass,microbial_biomass_C,microbial_biomass_N,misc_param,non_microb_biomass,non_microb_biomass_method,number_pets,number_plants,number_resident,occup_density_samp,occup_document,occup_samp,org_matter,org_nitro,org_nitro_method,organism_count,other_treatment,oxy_stat_samp,ph,ph_meth,phosphate,pres_animal_insect,prev_land_use_meth,previous_land_use,profile_position,project_ID,proposal_dna,quad_pos,rel_air_humidity,rel_humidity_out,rel_samp_loc,rel_to_oxygen,replicate_number,room_air_exch_rate,room_architec_elem,room_condt,room_connected,room_count,room_dim,room_door_dist,room_door_share,room_hallway,room_loc,room_moist_dam_hist,room_net_area,room_occup,room_samp_pos,room_type,room_vol,room_wall_share,room_window_count,salinity,salinity_meth,samp_collec_device,samp_collec_method,samp_floor,samp_mat_process,samp_room_id,samp_size,samp_sort_meth,samp_store_temp,samp_time_out,samp_type,samp_weather,sample_shipped,season,season_precpt,season_temp,season_use,shad_dev_water_mold,shading_device_cond,shading_device_loc,shading_device_mat,shading_device_type,sieving,size_frac,size_frac_low,size_frac_up,slope_aspect,slope_gradient,soil_horizon,soil_text_measure,soil_texture_meth,soil_type,soil_type_meth,space_typ_state,specific,specific_ecosystem,specific_humidity,start_date_inc,start_time_inc,store_cond,substructure_type,surf_air_cont,surf_humidity,surf_material,surf_moisture,surf_moisture_ph,surf_temp,technical_reps,temp,temp_out,tillage,tot_carb,tot_nitro_cont_meth,tot_nitro_content,tot_org_c_meth,tot_org_carb,tot_phosp,train_line,train_stat_loc,train_stop_loc,typ_occup_density,ventilation_type,vis_media,wall_area,wall_const_type,wall_finish_mat,wall_height,wall_loc,wall_surf_treatment,wall_texture,wall_thermal_mass,wall_water_mold,water_cont_soil_meth,water_content,water_feat_size,water_feat_type,watering_regm,weekday,window_cond,window_cover,window_horiz_pos,window_loc,window_mat,window_open_freq,window_size,window_status,window_type,window_vert_pos,window_water_mold
BESC-360-CO2B-62-25-SC,Bio-Scales:6302c852-0702-4688-93b4-413fd1114df6,nmdc:fk00z8v47,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-360-Co2_62_25_SC,Bio-Scales:2d4a0265-b1e2-46f8-9c8a-ee7658725d85,nmdc:fk0hyt353,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-03,,04:05:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,44.58753 -123.19336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-360-CO3B-13-34-SC,Bio-Scales:77777514-c0dd-4acd-9db2-81c3175a598c,nmdc:fk0g03868,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-360-Co3_13_34_SC,Bio-Scales:94f2832d-dbbc-4e39-9716-71cf82f7e176,nmdc:fk03qa424,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-03,,04:03:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,44.588202 -123.193144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-CL1_25_34_SC,Bio-Scales:270ae5f1-7db3-4d91-8d8a-7414ec9cf00f,nmdc:fk0qk5t32,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-07,,04:05:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,46.120814 -123.269165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Cl1B-25-34-SC,Bio-Scales:d2773ef6-493a-4e3d-90d6-ac2e33d6076f,nmdc:fk01zh773,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-CL2_50_4_SC,Bio-Scales:0baff65d-4a91-4429-812a-620b6405179b,nmdc:fk0xt1h21,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-08,,04:05:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,46.121602 -123.270125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Cl2B-50-4-SC,Bio-Scales:69ec6653-dc33-4d3a-8ef7-a0ac2a002be0,nmdc:fk0gd3605,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-CL3_88_3_SC,Bio-Scales:a166b0f5-ebeb-42da-988d-59ba626e115b,nmdc:fk0bx7g27,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-10,,04:02:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,46.121423 -123.271523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Cl3B-88-3-SC,Bio-Scales:f617b9a8-8a29-4668-a95e-fd81c9e695d0,nmdc:fk07mmf24,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-CO1B-32-7-SC,Bio-Scales:a9249c17-2628-4a26-b6ed-07133bb9bd35,nmdc:fk069pw66,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Co1_32_7_SC,Bio-Scales:fd2265a4-3d87-4451-afe0-928f6a540175,nmdc:fk086wf26,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-03,,04:05:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,44.587947 -123.193941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Co1_32_7_SC,Bio-Scales:47bbc05c-f498-4b3d-a2d1-6d186ec0ba78,nmdc:fk0m77h97,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-03,,04:05:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,44.587947 -123.193941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Co2B-54-7-SC,Bio-Scales:6df5c162-d7eb-4527-9a89-a8b6a5da132d,nmdc:fk0djw628,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Co2_54_7_SC,Bio-Scales:2410d122-88eb-455a-8404-81c5848f2a42,nmdc:fk0f84n38,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-03,,04:05:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,44.587648 -123.193914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Co3B-8-8-57-SC,Bio-Scales:df261437-13ad-48ac-9fd5-fe9a32193a78,nmdc:fk0fg1q91,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-388-Co3_8_57_SC,Bio-Scales:9bf3aa2e-e96d-4a4d-be63-56366c64b005,nmdc:fk07j7d50,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-04,,04:00:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CO,experimental_garden,,,,,,,,,,,,,,,,,,44.58826 -123.192446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-448-CL1_35_3_SC,Bio-Scales:bfba1639-c5c1-46eb-881b-850dda0bb1ae,nmdc:fk07th840,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-11,,04:06:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,46.121649 -123.269525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-448-Cl1B-35-3-SC,Bio-Scales:72c0301b-1060-447b-a9b3-c9456ac3e056,nmdc:fk0ben191,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-448-CL3_88_32_SC,Bio-Scales:3ecb1576-f63a-4e83-90a9-d161084bfe92,nmdc:fk06xkp42,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-12,,04:04:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,46.120791 -123.271619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-448-Cl3B-88-32-SC,Bio-Scales:6f9f3860-cfaf-4415-afcb-e7971de06c3c,nmdc:fk0n3eg33,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-470-CL2_38_23_SC,Bio-Scales:709b4696-4a3f-4709-b452-dd73a6522729,nmdc:fk0x2s007,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-11,,04:00:00,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,46.121117 -123.269633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESC-470-Cl2B-38-23-SC,Bio-Scales:bca1831c-527c-4c02-8226-a57bb58c5527,nmdc:fk0jw3a96,f9882a44-8aa0-40bf-9084-0fdcfe41243e,,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,,Bulk soil,Soil,62 meter,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA CL,experimental_garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 degree Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest soil,,,,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
